,metbinyearfuelsource,Meteo ID,SourceTypeID,Location-season,opModeBin,year,FuelId,1,2,3,5,6,31,33,79,87,90,91,98,100,101,102,105,106,107,110,112,115,116,117
0,100202321032,1,32,Atlanta Summer,0,2023,210,0.000203923888889,0.000819925,0.000807213888889,0.000119213888889,1.58701944444e-05,1.47324444444e-05,0.000321269444444,8.471e-05,0.000110614166667,1.71279722222,2.20390094795e-05,1.71577777778,4.02533333333e-05,,,,,,3.70330555556e-05,3.3585e-06,2.59206944444e-05,,
1,101202321032,1,32,Atlanta Summer,1,2023,210,0.000164474722222,0.000736472222222,0.00127313055556,9.61519444444e-05,1.58701944444e-05,1.20670277778e-05,0.000506705555556,6.83227777778e-05,8.92158333333e-05,1.40291666667,1.805170133e-05,1.40531944444,4.36116666667e-05,,,,,,4.01225e-05,3.62661111111e-06,2.80925e-05,,
2,111202321032,1,32,Atlanta Summer,11,2023,210,0.000246168333333,0.00205763055556,0.00034825,0.00014391,1.58701944444e-05,1.72471388889e-05,0.000138603888889,0.000102258333333,0.000133528888889,2.00515833333,2.58008951525e-05,2.00875555556,1.84143333333e-05,,,,,,1.69411388889e-05,1.56961944444e-06,1.18320833333e-05,,
3,112202321032,1,32,Atlanta Summer,12,2023,210,0.000283886111111,0.00293125,0.00096125,0.000165959166667,1.58701944444e-05,2.14232777778e-05,0.000382577777778,0.000117925833333,0.0001539875,2.490675,3.20480623125e-05,2.494825,2.406575e-05,,,,,,2.21404166667e-05,2.03509444444e-06,1.54758888889e-05,,
4,113202321032,1,32,Atlanta Summer,13,2023,210,0.000338680555556,0.00327883333333,0.00119642777778,0.000197993333333,1.58701944444e-05,3.22905555556e-05,0.000476177777778,0.000140688333333,0.000183710833333,3.75411111111,4.83052301225e-05,3.75905555556,3.88291666667e-05,,,,,,3.57225e-05,3.269e-06,2.49808611111e-05,,
5,114202321032,1,32,Atlanta Summer,14,2023,210,0.000327916666667,0.00347222222222,0.00139412222222,0.000191700555556,1.58701944444e-05,4.27166666667e-05,0.000554861111111,0.000136216944444,0.000177871944444,4.96625,6.39020854225e-05,4.97102777778,5.16461111111e-05,,,,,,4.75144444444e-05,4.34458333333e-06,3.32294444444e-05,,
6,115202321032,1,32,Atlanta Summer,15,2023,210,0.00031515,0.00391047222222,0.00166131944444,0.000184236388889,1.58701944444e-05,5.29852777778e-05,0.000661205555556,0.000130913055556,0.000170946111111,6.16008333333,7.92635661675e-05,6.16469444444,6.44105555556e-05,,,,,,5.92575e-05,5.51433333333e-06,4.13683333333e-05,,
7,116202321032,1,32,Atlanta Summer,16,2023,210,0.000369086111111,0.00574147222222,0.00302125,0.000215767777778,1.58701944444e-05,6.83958333333e-05,0.00120245833333,0.000153318333333,0.000200203055556,7.95172222222,0.00010231684515,7.95711111111,0.000101585277778,,,,,,9.34580555556e-05,8.98716666667e-06,6.50208333333e-05,,
8,121202321032,1,32,Atlanta Summer,21,2023,210,0.000299575,0.00275510277778,0.000180621388889,0.000175131388889,1.58701944444e-05,2.23609166667e-05,7.18875e-05,0.000124443333333,0.000162498055556,2.59968611111,3.34508314725e-05,2.60406388889,1.13953333333e-05,,,,,,1.04836666667e-05,1.01186388889e-06,7.29083333333e-06,,
9,122202321032,1,32,Atlanta Summer,22,2023,210,0.000330438888889,0.00344291666667,0.00109666111111,0.000193173888889,1.58701944444e-05,2.4727e-05,0.000436469444444,0.000137263888889,0.000179239166667,2.87477777778,3.69904014025e-05,2.87961111111,2.4541e-05,,,,,,2.25776666667e-05,2.09236944444e-06,1.57683611111e-05,,
10,123202321032,1,32,Atlanta Summer,23,2023,210,0.000376294444444,0.00439441666667,0.00128839444444,0.000219982222222,1.58701944444e-05,3.28830555556e-05,0.000512780555556,0.000156313055556,0.000204113611111,3.823,4.91914390175e-05,3.82847222222,2.94272222222e-05,,,,,,2.70730277778e-05,2.51631944444e-06,1.89023055556e-05,,
11,124202321032,1,32,Atlanta Summer,24,2023,210,0.000350144444444,0.00477736111111,0.00149152777778,0.000204694722222,1.58701944444e-05,4.39825e-05,0.000593627777778,0.00014545,0.000189928611111,5.11341666667,6.57956131625e-05,5.11852777778,3.42180555556e-05,,,,,,3.14805555556e-05,2.91852777778e-06,2.19852777778e-05,,
12,125202321032,1,32,Atlanta Summer,25,2023,210,0.000313372222222,0.00472152777778,0.001713425,0.000183196944444,1.58701944444e-05,5.59502777778e-05,0.000681944444444,0.000130174444444,0.000169981944444,6.50477777778,8.36988231625e-05,6.50936111111,4.50727777778e-05,,,,,,4.14666666667e-05,3.86738888889e-06,2.89416666667e-05,,
13,127202321032,1,32,Atlanta Summer,27,2023,210,0.000331327777778,0.00571186111111,0.0020257,0.000193694444444,1.58701944444e-05,7.65075e-05,0.000806227777778,0.000137633888889,0.000179722222222,8.89480555556,0.000114451535575,8.89963888889,5.39494444444e-05,,,,,,4.96333333333e-05,4.74375e-06,3.45533333333e-05,,
14,128202321032,1,32,Atlanta Summer,28,2023,210,0.000432525,0.0176388055556,0.00275133333333,0.000252855,1.58701944444e-05,0.000100032777778,0.00109503055556,0.000179671388889,0.000234615,11.6298333333,0.000149644244068,11.6361666667,0.000112643611111,,,,,,0.000103631666667,1.11459722222e-05,7.119e-05,,
15,129202321032,1,32,Atlanta Summer,29,2023,210,0.000544036111111,0.0350344444444,0.00347077777778,0.000318044444444,1.58701944444e-05,0.000134062222222,0.00138137222222,0.000225992777778,0.000295102777778,15.5861111111,0.00020055070529,15.5940555556,0.000148015555556,,,,,,0.000136173888889,1.48728055556e-05,9.33702777778e-05,,
16,130202321032,1,32,Atlanta Summer,30,2023,210,0.000746138888889,0.116839444444,0.00527422222222,0.000436194444444,1.58701944444e-05,0.000148577777778,0.00209913888889,0.000309947222222,0.000404727777778,17.2736666667,0.000222264929477,17.2845833333,0.000367866666667,,,,,,0.000338436111111,3.88722222222e-05,0.000230587222222,,
17,133202321032,1,32,Atlanta Summer,33,2023,210,0.000456308333333,0.00303133333333,0.000500475,0.000266758333333,1.58701944444e-05,3.49883333333e-05,0.000199188888889,0.000189550833333,0.000247515555556,4.06775,5.23408242825e-05,4.07441666667,3.53086111111e-05,,,,,,3.24838888889e-05,3.11063888889e-06,2.260975e-05,,
