metbinyearfuelsource,Meteo ID,SourceTypeID,Location-season,opModeBin,year,FuelId,1,2,3,5,6,31,33,79,87,90,91,98,100,101,102,105,106,107,110,112,115,116,117
100202221043,1,43,Atlanta Summer,0,2022,210,0.000389736,0.0006163,0.003238944,0.00022784,2.30E-05,4.23E-05,0.001289103,0.000161896,0.000211404,4.914638889,6.32E-05,4.920333333,3.08E-05,,,,,,2.83E-05,2.53E-06,1.98E-05,,
101202221043,1,43,Atlanta Summer,1,2022,210,0.000304742,0.000969856,0.001159936,0.000178152,2.30E-05,2.11E-05,0.000461656,0.000126589,0.000165301,2.449463889,3.15E-05,2.453919444,3.36E-05,,,,,,3.09E-05,2.77E-06,2.17E-05,,
111202221043,1,43,Atlanta Summer,11,2022,210,0.000766525,0.001735019,0.001122086,0.000448111,2.30E-05,2.75E-05,0.000446592,0.000318414,0.000415786,3.199361111,4.12E-05,3.210555556,2.07E-05,,,,,,1.90E-05,1.70E-06,1.33E-05,,
112202221043,1,43,Atlanta Summer,12,2022,210,0.000790911,0.002048972,0.0054885,0.000462367,2.30E-05,7.75E-05,0.002184428,0.000328544,0.000429014,9.006166667,0.000115885,9.017722222,4.72E-05,,,,,,4.34E-05,3.88E-06,3.04E-05,,
113202221043,1,43,Atlanta Summer,13,2022,210,0.000931364,0.002949917,0.008898222,0.000544475,2.30E-05,0.000136619,0.0035415,0.000386889,0.000505197,15.88330556,0.000204375,15.89691667,0.000118385,,,,,,0.000108914,9.74E-06,7.63E-05,,
114202221043,1,43,Atlanta Summer,14,2022,210,0.001025133,0.003520778,0.012142361,0.000599292,2.30E-05,0.000196896,0.004832667,0.000425839,0.000556061,22.89116667,0.000294547,22.90616667,0.000121968,,,,,,0.00011221,1.00E-05,7.86E-05,,
115202221043,1,43,Atlanta Summer,15,2022,210,0.000871761,0.003879972,0.013769389,0.000509631,2.30E-05,0.000247247,0.005480222,0.000362131,0.000472869,28.745,0.00036987,28.75777778,0.00014607,,,,,,0.000134384,1.20E-05,9.42E-05,,
116202221043,1,43,Atlanta Summer,16,2022,210,0.000909167,0.0046145,0.017866889,0.0005315,2.30E-05,0.000334828,0.007111028,0.000377669,0.000493158,38.92722222,0.000500884,38.94055556,0.00014607,,,,,,0.000134384,1.20E-05,9.42E-05,,
121202221043,1,43,Atlanta Summer,21,2022,210,0.000698825,0.001621644,0.000579222,0.000408533,2.30E-05,2.20E-05,0.00023053,0.000290292,0.000379064,2.552555556,3.28E-05,2.562769444,1.27E-05,,,,,,1.17E-05,1.05E-06,8.19E-06,,
122202221043,1,43,Atlanta Summer,22,2022,210,0.000914239,0.003709639,0.006060306,0.000534464,2.30E-05,9.79E-05,0.002412006,0.000379775,0.000495908,11.37747222,0.000146397,11.39083333,5.27E-05,,,,,,4.85E-05,4.33E-06,3.40E-05,,
123202221043,1,43,Atlanta Summer,23,2022,210,0.000878053,0.004459194,0.008864889,0.000513311,2.30E-05,0.000158939,0.003528222,0.000364744,0.000476283,18.47833333,0.000237765,18.49116667,0.000107373,,,,,,9.88E-05,8.84E-06,6.92E-05,,
124202221043,1,43,Atlanta Summer,24,2022,210,0.000864231,0.004847528,0.012552139,0.000505228,2.30E-05,0.000227388,0.00499575,0.000359,0.000468783,26.43625,0.000340161,26.44886111,0.000170535,,,,,,0.000156892,1.40E-05,0.000109964,,
125202221043,1,43,Atlanta Summer,25,2022,210,0.000828725,0.005208167,0.015686083,0.000484472,2.30E-05,0.000290747,0.006243056,0.000344253,0.000449525,33.8025,0.000434945,33.81444444,0.00017887,,,,,,0.00016456,1.47E-05,0.000115339,,
127202221043,1,43,Atlanta Summer,27,2022,210,0.00079885,0.004509417,0.021413833,0.000467008,2.30E-05,0.000394303,0.008522694,0.000331842,0.000433319,45.84166667,0.000589855,45.85333333,0.000198705,,,,,,0.000182808,1.64E-05,0.000128129,,
128202221043,1,43,Atlanta Summer,28,2022,210,0.000783414,0.004308528,0.023250889,0.000457983,2.30E-05,0.000552022,0.009253861,0.000325431,0.000424947,64.17833333,0.000825799,64.18972222,0.000230211,,,,,,0.000211794,1.89E-05,0.000148445,,
129202221043,1,43,Atlanta Summer,29,2022,210,0.001007247,0.005539556,0.029893889,0.000588836,2.30E-05,0.000709744,0.011897806,0.000418411,0.000546361,82.515,0.001061742,82.52972222,0.000269247,,,,,,0.000247706,2.22E-05,0.000173616,,
130202221043,1,43,Atlanta Summer,30,2022,210,0.001231081,0.006770556,0.036536944,0.000719689,2.30E-05,0.000867464,0.01454175,0.000511392,0.000667775,100.8516667,0.001297683,100.8694444,0.000292375,,,,,,0.000268984,2.41E-05,0.000188529,,
133202221043,1,43,Atlanta Summer,33,2022,210,0.000919239,0.00393675,0.006051333,0.000537386,2.30E-05,8.61E-05,0.002408433,0.000381853,0.000498622,10.01452778,0.000128859,10.02797222,8.91E-05,,,,,,8.20E-05,7.33E-06,5.75E-05,,
135202221043,1,43,Atlanta Summer,35,2022,210,0.00081005,0.004721667,0.014115194,0.000473556,2.30E-05,0.000255982,0.005617833,0.000336494,0.000439394,29.76055556,0.000382936,29.77222222,0.000119961,,,,,,0.000110364,9.87E-06,7.74E-05,,
137202221043,1,43,Atlanta Summer,37,2022,210,0.000802986,0.004460194,0.021514278,0.000469425,2.30E-05,0.000396283,0.008562694,0.000333561,0.000435561,46.07222222,0.000592823,46.08388889,0.000136664,,,,,,0.00012573,1.12E-05,8.81E-05,,
138202221043,1,43,Atlanta Summer,38,2022,210,0.000818367,0.003591361,0.025573833,0.000478417,2.30E-05,0.000554797,0.010178389,0.00033995,0.000443906,64.50083333,0.000829951,64.51277778,0.000156588,,,,,,0.00014406,1.29E-05,0.000100971,,
139202221043,1,43,Atlanta Summer,39,2022,210,0.001052186,0.004617472,0.032880556,0.000615108,2.30E-05,0.000713308,0.013086444,0.000437078,0.000570736,82.92944444,0.001067073,82.94472222,0.000180693,,,,,,0.000166237,1.49E-05,0.000116514,,
140202221043,1,43,Atlanta Summer,40,2022,210,0.001286006,0.005643583,0.0401875,0.000751797,2.30E-05,0.000871822,0.015994583,0.000534206,0.000697567,101.3583333,0.001304204,101.3772222,0.000194714,,,,,,0.000179136,1.60E-05,0.000125556,,
1300202221043,1,43,Atlanta Summer,300,2022,210,0.000569342,0.001539533,0.003313056,0.000332836,2.30E-05,4.94E-05,0.001318594,0.000236504,0.000308828,5.746972222,7.39E-05,5.762138889,3.96E-05,,,,,,3.64E-05,3.26E-06,2.55E-05,,
1002022210043,1,43,Atlanta Summer,0,2022,2100,0.000389736,0.0006163,0.003238944,0.00022784,2.30E-05,4.23E-05,0.001289103,0.000161896,0.000211404,4.914638889,6.32E-05,4.920333333,3.08E-05,,,,,,2.83E-05,2.53E-06,1.98E-05,,
1012022210043,1,43,Atlanta Summer,1,2022,2100,0.000304742,0.000969856,0.001159936,0.000178152,2.30E-05,2.11E-05,0.000461656,0.000126589,0.000165301,2.449463889,3.15E-05,2.453919444,3.36E-05,,,,,,3.09E-05,2.77E-06,2.17E-05,,
1112022210043,1,43,Atlanta Summer,11,2022,2100,0.000766525,0.001735019,0.001122086,0.000448111,2.30E-05,2.75E-05,0.000446592,0.000318414,0.000415786,3.199361111,4.12E-05,3.210555556,2.07E-05,,,,,,1.90E-05,1.70E-06,1.33E-05,,
