	HD-UDDS	OCTA	Manhattan	NYBC	NYCC	WMATA	Paris	ETC-Urban	SF	KCMC	Beeline	CSHVC	CBD (SAE)	WVU-5PEAK	Custom Input
218	0.0	0.0	2.2	0.0	0.0	21.3	0.0	0.0	0.0	42.0	10.3	34.7	20.0	25.0	0.0
219	0.0	0.0	0.8	0.0	0.0	21.9	0.0	0.0	0.0	42.5	7.3	34.7	20.0	25.0	0.0
220	0.0	0.0	0.1	0.0	0.0	22.6	0.0	0.0	0.0	43.0	4.6	34.3	20.0	25.0	0.0
221	0.0	0.0	0.0	0.0	0.0	23.5	0.4	0.0	0.0	43.5	2.7	34.0	20.0	25.0	0.0
222	0.0	0.0	0.0	0.0	0.0	24.5	2.9	0.0	0.0	44.0	1.2	33.2	20.0	25.0	0.0
223	0.0	0.0	0.0	0.0	0.0	25.7	4.4	0.3	0.0	44.5	0.4	32.9	20.0	25.0	0.0
224	0.0	0.0	0.0	0.0	0.0	27.0	6.0	0.6	0.0	45.0	0.1	31.4	20.0	25.0	0.0
225	0.0	0.51	0.0	0.0	0.0	28.4	7.4	1.3	0.0	45.5	0.0	29.6	20.0	25.0	0.0
226	0.0	1.88	0.0	0.0	0.0	29.9	8.1	2.4	0.0	46.0	0.0	27.6	20.0	25.0	0.0
227	0.0	4.14	0.0	0.0	0.0	31.5	9.5	4.2	0.0	46.5	0.0	25.6	20.0	25.0	0.0
228	0.0	6.64	0.0	0.0	0.0	33.1	8.7	6.1	0.0	47.0	0.0	23.6	16.2	25.0	0.0
229	0.0	9.1	0.0	0.0	0.0	34.8	9.8	8.0	0.0	47.5	0.0	21.6	11.8	25.0	0.0
230	0.0	11.29	0.0	0.0	0.0	36.4	9.5	9.7	0.0	48.0	0.0	19.6	7.3	25.0	0.0
231	0.48	12.56	0.0	4.3	0.0	37.8	10.1	11.0	0.0	48.5	0.0	17.6	2.9	25.0	0.0
232	1.64	13.63	0.0	9.1	0.0	39.1	10.0	12.0	0.0	49.0	0.0	15.6	0.0	25.0	0.0
233	0.41	14.76	0.0	14.1	0.0	40.2	11.8	12.8	0.0	49.5	0.0	13.6	0.0	25.0	0.0
234	0.0	15.75	0.0	14.8	0.0	41.0	12.9	14.0	0.0	50.0	0.0	12.1	0.0	25.0	0.0
235	0.0	16.43	0.0	14.4	0.0	41.5	14.6	15.3	0.0	50.5	0.0	11.3	0.0	25.0	0.0
236	0.0	17.03	0.0	13.9	0.15	41.7	15.4	16.6	0.0	51.0	0.0	11.3	0.0	25.0	0.0
237	0.0	17.59	0.0	13.6	1.0	41.6	15.1	17.8	0.0	51.5	0.0	11.7	0.0	25.0	0.0
238	0.0	18.06	0.0	13.8	1.0	41.3	14.3	18.7	0.9003899999999999	52.0	0.1	12.1	0.0	25.0	0.0
239	0.0	18.43	0.0	15.2	1.62	40.8	12.8	19.4	1.8008	52.5	0.3	13.5	1.1	25.0	0.0
240	0.0	18.97	1.3	15.2	2.0	40.3	12.4	20.2	3.3633	53.0	0.6	15.0	3.4	25.0	0.0
241	0.0	19.61	2.7	14.3	1.06	39.7	11.8	21.1	4.9258	53.5	1.2	16.8	5.7	25.0	0.0
242	0.0	20.06	6.8	12.4	1.09	39.1	11.2	22.1	6.4883	54.0	2.0	17.9	7.8	25.0	0.0
243	0.0	20.6	9.5	9.1	2.5	38.4	10.5	22.9	8.8437	54.5	2.7	19.7	9.9	25.0	0.0
244	0.0	20.99	11.9	6.8	4.0	37.6	7.8	23.4	11.1992	55.0	3.5	21.2	11.9	25.0	0.0
245	0.0	21.24	15.9	3.4	5.13	36.7	5.4	23.5	13.8555	55.0	4.8	22.7	13.8	25.0	0.0
246	0.0	21.42	19.3	2.8	3.11	35.8	3.8	23.3	15.911	55.0	6.1	24.1	15.6	25.0	0.0
247	0.0	21.68	21.0	1.0	2.88	34.8	1.9	23.0	16.9063	55.0	7.9	25.2	17.4	25.0	0.0
248	0.0	21.8	22.5	0.1	2.04	33.3	0.6	22.6	17.3008	55.0	10.0	26.7	19.1	25.0	0.0
249	0.0	21.81	24.2	0.0	3.19	31.2	0.0	22.2	16.9023	55.0	12.3	27.8	20.0	25.0	0.0
250	0.0	21.77	24.2	0.0	3.65	28.2	0.0	21.9	16.5039	55.0	14.5	29.2	20.0	25.0	0.0
251	0.0	21.58	22.8	0.0	3.0	24.4	0.0	21.7	16.123	55.0	16.6	30.0	20.0	25.0	0.0
252	0.0	21.17	21.3	0.0	3.67	20.0	0.0	21.5	15.7422	55.0	18.7	31.4	20.0	25.0	0.0
253	0.0	20.77	19.6	1.3	3.18	15.5	0.0	21.3	15.5645	55.0	20.6	32.2	20.0	25.0	0.0
254	0.0	20.33	17.9	5.9	0.06	11.2	0.0	20.9	15.3867	55.0	22.3	33.2	20.0	25.0	0.0
255	0.0	20.06	14.1	9.6	0.0	7.5	0.0	20.5	15.2513	55.0	24.1	34.0	20.0	25.0	0.0
256	0.0	19.78	9.1	10.2	0.0	4.4	0.0	20.3	15.1159	55.0	25.7	34.7	20.0	25.0	0.0
257	0.0	19.55	6.8	8.4	0.0	2.3	0.0	20.3	14.9805	55.0	27.2	35.1	20.0	25.0	0.0
258	0.0	19.48	4.8	5.7	0.0	0.9	0.0	20.8	13.7461	55.0	28.7	35.1	20.0	25.0	0.0
259	0.0	19.4	2.5	4.7	0.0	0.2	0.0	21.7	12.5117	55.0	30.1	35.4	20.0	25.0	0.0
260	0.0	19.16	0.2	4.4	0.0	0.0	0.0	22.7	10.3769	55.0	31.2	35.1	20.0	25.0	0.0
261	0.0	18.77	0.0	5.1	0.0	0.0	0.0	23.8	8.2422	55.0	32.2	34.7	20.0	25.0	0.0
262	0.0	18.2	0.0	7.4	0.0	0.0	0.0	24.8	4.0586	55.0	32.5	34.3	20.0	25.0	0.0
263	0.0	17.0	0.0	9.0	0.4	0.0	0.0	25.6	0.0	55.0	31.6	34.0	20.0	25.0	0.0
264	0.0	15.63	0.0	8.8	0.44	0.3	0.1	26.4	0.0	55.0	29.8	33.6	20.0	25.0	0.0
265	0.0	13.45	0.0	7.5	0.0	0.6	3.2	27.4	0.0	55.0	27.7	32.9	20.0	25.0	0.0
266	0.0	9.86	0.0	4.5	0.0	1.1	7.3	28.3	0.0	55.0	25.2	32.5	20.0	25.0	0.0
267	0.0	6.06	0.0	3.1	0.0	1.3	9.9	29.2	0.011719	55.0	22.8	31.8	18.9	25.0	0.0
268	0.0	1.76	0.0	2.1	0.0	1.5	11.2	30.0	0.005859399999999999	55.0	21.1	31.4	14.5	25.0	0.0
269	0.0	0.1	0.0	0.2	0.0	1.5	12.6	30.5	0.0	55.0	19.2	29.6	10.0	24.0	0.0
270	0.0	0.0	0.0	0.0	0.0	1.5	12.5	30.8	0.18164	55.0	17.3	28.5	5.6	22.0	0.0
271	0.0	0.0	0.0	0.0	0.0	1.4	12.0	30.9	0.36328	55.0	15.3	27.0	1.1	21.0	0.0
272	0.0	0.0	0.0	0.0	0.0	1.3	11.0	30.8	1.4023	55.0	13.1	25.6	0.0	20.0	0.0
273	0.0	0.0	0.0	0.0	0.0	1.2	11.5	30.8	2.4414	55.0	10.8	23.6	0.0	18.0	0.0
274	0.0	0.0	0.0	0.0	0.0	0.9	11.0	30.6	3.4805	55.0	8.6	21.6	0.0	17.0	0.0
275	0.0	0.0	0.0	0.0	0.0	0.7	10.8	30.3	4.9121	55.0	6.4	19.6	0.0	16.0	0.0
276	0.0	0.0	0.0	0.0	0.0	0.4	10.2	30.0	6.3438	55.0	4.3	17.6	0.0	14.0	0.0
277	0.0	0.0	0.0	0.0	0.0	0.2	9.8	29.7	7.6367	55.0	3.0	15.6	0.0	13.0	0.0
278	0.0	0.0	0.0	0.0	0.0	0.0	9.3	29.3	8.9297	55.0	2.7	13.6	0.0	12.0	0.0
279	0.0	0.0	0.0	0.0	0.0	0.0	8.5	28.8	9.6777	55.0	3.7	11.6	2.1	10.0	0.0
280	0.0	0.0	1.6	0.0	0.0	0.0	8.1	28.2	10.4258	55.0	5.6	9.6	4.3	9.0	0.0
281	0.0	0.0	2.7	0.0	0.0	0.0	7.7	27.4	11.7051	55.0	8.1	8.8	6.5	8.0	0.0
282	0.0	0.0	3.0	0.0	0.0	0.0	7.1	26.4	12.9844	55.0	10.3	8.0	8.6	6.0	0.0
283	0.0	0.17	3.8	0.0	0.0	0.0	7.5	25.3	15.7735	55.0	12.3	8.0	10.7	5.0	0.0
284	0.0	0.49	5.1	0.0	0.0	0.0	8.4	24.1	18.5625	55.0	13.8	6.9	12.6	4.0	0.0
285	0.0	1.01	7.0	0.0	0.0	0.0	9.2	22.9	18.5879	55.0	15.3	6.6	14.5	2.0	0.0
286	0.0	1.76	8.4	0.0	0.0	0.0	9.6	21.6	18.6133	55.0	16.3	4.0	16.3	1.0	0.0
287	0.0	2.73	9.9	0.0	0.0	0.0	10.6	20.3	18.543	55.0	17.5	0.7	18.1	0.0	0.0
288	0.0	4.75	11.3	0.0	0.0	0.0	11.7	19.1	18.4727	55.0	18.3	0.7	19.8	0.0	0.0
289	0.0	7.43	13.0	0.0	0.0	0.0	12.9	17.9	17.8184	55.0	19.3	2.6	20.0	0.0	0.0
290	0.0	10.08	14.5	0.0	0.0	0.0	14.2	16.6	17.1641	55.0	20.2	2.9	20.0	0.0	0.0
291	0.0	12.75	15.5	0.0	0.0	0.0	15.9	15.5	14.7735	55.0	21.1	3.3	20.0	0.0	0.0
292	0.0	15.43	16.6	0.0	0.0	0.0	16.7	14.3	12.3828	55.0	22.1	3.3	20.0	0.0	0.0
293	0.0	17.79	17.5	0.0	0.0	0.0	18.5	13.1	9.9922	55.0	22.8	3.7	20.0	0.0	0.0
294	0.0	19.89	17.1	0.0	0.0	0.0	19.2	12.0	7.041	55.0	23.6	3.7	20.0	0.0	0.0
295	0.0	21.82	17.9	0.0	0.0	0.0	19.1	10.9	4.0898	55.0	24.2	3.3	20.0	0.0	0.0
296	0.0	23.46	16.8	0.0	0.0	0.0	18.2	10.2	3.4805	55.0	24.7	2.9	20.0	0.0	0.0
297	0.0	25.1	16.4	0.0	0.0	0.0	16.7	10.1	2.8711	55.0	25.3	2.9	20.0	0.0	0.0
298	0.0	26.59	16.1	0.0	0.0	0.0	15.1	10.4	4.9473	55.0	25.8	2.9	20.0	0.0	0.0
299	0.0	27.92	16.4	0.0	0.0	0.0	11.7	11.2	7.0234	55.0	26.3	2.6	20.0	0.0	0.0
300	0.24	28.77	16.4	0.0	0.0	0.0	10.6	12.3	8.6777	55.0	26.8	2.9	20.0	0.0	0.0
301	0.6	29.08	16.1	0.0	0.0	0.0	10.7	13.7	10.332	55.0	27.3	2.6	20.0	1.0	0.0
302	0.0	28.66	16.0	0.0	0.0	0.0	10.3	15.1	9.6758	55.0	27.7	2.6	20.0	2.0	0.0
303	1.42	26.98	14.7	0.0	0.0	0.0	9.5	16.6	9.0195	55.0	28.1	2.2	20.0	3.0	0.0
304	2.0	25.19	13.1	0.0	0.0	0.0	8.4	17.7	8.2409	55.0	28.6	2.2	20.0	4.0	0.0
305	3.08	23.35	11.7	0.0	0.0	0.0	8.7	18.2	7.4622	55.0	29.1	1.8	20.0	4.0	0.0
306	5.63	21.44	9.4	4.3	0.0	0.0	8.5	18.4	6.6836	55.0	29.6	2.2	20.0	5.0	0.0
307	4.0	19.34	6.8	9.1	0.0	0.2	8.0	18.4	6.8965	55.0	30.2	2.6	17.1	6.0	0.0
308	4.0	16.64	4.1	14.5	0.0	0.3	7.9	18.4	7.1094	55.0	31.0	2.6	12.7	7.0	0.0
309	3.34	13.18	2.0	15.2	0.64	0.4	7.0	18.4	7.9199	55.0	31.7	2.6	8.2	8.0	0.0
310	1.37	9.97	0.2	14.7	1.8	0.4	0.6	18.5	8.7305	55.0	32.5	2.2	3.8	9.0	0.0
311	1.0	6.82	0.0	13.7	2.95	0.3	0.0	18.9	8.2188	55.0	33.4	1.8	0.0	9.0	0.0
312	0.0	4.08	0.0	13.8	3.89	0.2	0.0	19.4	7.707000000000001	55.0	34.0	1.5	0.0	10.0	0.0
313	0.0	1.6	0.0	14.3	2.46	0.0	0.0	20.1	7.4727	55.0	34.7	1.1	0.0	11.0	0.0
314	0.0	0.25	0.0	15.7	1.0	0.0	0.0	20.8	7.2383	55.0	35.4	0.4	0.0	12.0	0.0
315	0.0	0.1	0.0	14.5	0.42	0.0	0.0	21.2	7.9238	55.0	35.7	0.7	0.0	13.0	0.0
316	0.0	0.0	0.0	11.3	0.0	0.2	0.0	21.2	8.6094	55.0	36.0	0.4	0.0	13.0	0.0
317	0.0	0.0	0.0	7.6	0.0	0.5	0.0	20.6	8.7305	55.0	36.2	0.4	0.0	14.0	0.0
318	0.0	0.0	0.0	3.4	0.0	1.1	0.0	19.5	8.8516	55.0	36.2	0.0	0.7	15.0	0.0
319	0.23	0.0	0.0	2.8	0.0	2.3	0.0	18.1	9.0332	55.0	36.2	0.0	3.0	16.0	0.0
320	1.39	0.0	0.0	0.8	0.0	4.1	0.0	16.6	9.2148	55.0	36.2	0.0	5.2	16.0	0.0
321	2.0	0.0	0.0	0.1	0.0	6.5	0.0	15.3	9.584	55.0	36.2	0.0	7.4	17.0	0.0
322	4.11	0.0	0.0	0.0	0.0	9.1	0.0	14.3	9.9531	55.0	35.9	0.0	9.5	18.0	0.0
323	5.0	0.0	0.0	0.0	0.0	11.4	0.0	13.5	10.2096	55.0	35.2	0.0	11.5	19.0	0.0
324	6.02	0.0	0.0	0.0	0.0	13.3	0.0	13.0	10.4662	55.0	33.9	0.0	13.4	19.0	0.0
325	7.18	0.0	0.0	0.0	0.16	14.9	0.0	12.7	10.7227	55.0	32.2	0.0	15.3	20.0	0.0
326	7.33	0.0	0.0	0.0	1.0	16.3	0.3	12.7	11.1739	55.0	30.2	0.0	17.0	21.0	0.0
327	6.49	0.0	0.0	0.0	0.53	17.6	1.9	13.0	11.625	55.0	27.8	0.0	18.8	21.0	0.0
328	7.0	0.15	0.0	0.0	0.0	19.0	3.6	13.3	12.0137	55.0	25.3	0.0	20.0	22.0	0.0
329	7.0	1.3	0.0	0.0	0.0	20.3	5.5	13.5	12.4023	55.0	22.5	0.0	20.0	23.0	0.0
330	7.0	4.11	0.2	0.0	0.0	21.6	7.7	13.5	12.8242	55.0	19.2	0.0	20.0	23.0	0.0
331	7.0	6.81	2.3	0.0	0.0	22.6	8.4	13.5	13.2461	55.0	15.8	0.0	20.0	24.0	0.0
332	7.0	8.63	3.3	0.0	0.52	23.0	10.6	13.6	13.5703	55.0	12.1	0.0	20.0	25.0	0.0
333	7.43	10.15	4.1	0.0	1.58	22.9	12.6	13.7	13.8945	55.0	8.8	0.0	20.0	25.0	0.0
334	8.0	11.53	5.9	0.0	1.57	22.1	12.7	14.0	13.915999999999999	55.0	5.9	0.0	20.0	26.0	0.0
335	8.0	12.73	8.6	0.0	2.73	20.6	12.6	14.3	13.9375	55.0	3.5	0.0	20.0	27.0	0.0
336	7.09	13.7	11.3	0.0	3.0	18.7	11.8	14.5	12.8372	55.0	1.7	0.0	20.0	27.0	0.0
337	11.06	14.42	15.5	0.0	0.95	16.6	9.9	14.7	11.737	55.0	0.6	0.0	20.0	28.0	0.0
338	12.89	15.17	17.0	0.0	0.0	14.3	6.7	14.7	10.6367	55.0	0.2	0.0	20.0	29.0	0.0
339	14.49	16.06	18.2	0.0	0.0	11.7	7.2	14.6	9.0762	55.0	0.0	0.0	20.0	29.0	0.0
340	11.46	16.98	20.1	0.0	0.0	8.9	7.6	14.3	7.5156	55.0	0.0	0.0	20.0	30.0	0.0
341	13.08	17.8	22.8	0.0	0.0	6.0	6.6	13.9	5.5352	55.0	0.0	0.0	20.0	30.0	0.0
342	16.55	18.62	24.1	0.0	0.0	3.7	5.2	13.3	3.5547	55.0	0.0	0.0	20.0	30.0	0.0
343	16.0	19.41	25.3	0.0	0.0	1.8	3.7	12.7	2.7715	55.0	0.0	0.0	20.0	30.0	0.0
344	15.34	20.15	25.0	0.0	0.0	0.5	2.0	12.2	1.9883	55.0	0.1	0.0	20.0	30.0	0.0
345	12.32	20.97	23.8	0.0	0.0	0.0	0.6	11.9	4.7168	55.0	1.1	0.0	20.0	30.0	0.0
346	13.0	21.7	22.5	0.0	0.0	0.0	0.0	11.9	7.4453	55.0	2.7	0.0	20.0	30.0	0.0
347	13.0	22.43	21.2	0.0	0.0	0.0	0.0	12.0	9.8731	55.0	5.4	0.0	15.3	30.0	0.0
348	13.0	23.15	19.3	0.0	0.0	0.0	0.0	12.4	12.3008	55.0	8.8	0.0	10.9	30.0	0.0
349	15.86	23.78	17.4	0.0	0.0	0.0	0.0	12.8	13.1739	55.0	12.6	0.0	6.5	30.0	0.0
350	12.0	24.29	14.0	0.0	0.19	0.0	0.0	13.3	14.0469	55.0	16.2	0.0	2.0	30.0	0.0
351	11.73	24.71	9.6	4.3	1.75	0.0	0.0	13.7	15.1797	55.0	19.5	0.0	0.0	30.0	0.0
352	11.0	24.86	6.8	9.1	1.0	0.0	0.0	13.8	16.3125	55.0	22.5	0.0	0.0	30.0	0.0
353	11.0	24.58	4.2	15.2	1.0	0.0	0.0	13.7	16.6485	55.0	25.2	0.0	0.0	30.0	0.0
354	11.0	24.01	1.7	16.3	1.0	0.0	0.0	13.6	16.9844	55.0	27.8	0.0	0.0	30.0	0.0
355	11.9	23.57	0.1	15.7	2.76	0.0	0.0	13.9	17.3086	55.0	30.2	0.0	0.0	30.0	0.0
356	12.89	23.0	0.0	14.5	2.04	0.0	0.0	14.7	17.6328	55.0	32.7	0.0	0.0	30.0	0.0
357	10.36	20.96	0.0	13.5	3.39	0.0	0.0	15.8	17.9167	55.0	35.0	0.0	0.0	30.0	0.0
358	7.26	17.55	0.0	13.6	6.41	0.0	0.0	17.0	18.2005	55.0	37.2	0.0	1.6	30.0	0.0
359	4.95	13.88	0.0	15.9	8.49	0.0	0.0	18.1	18.4844	55.0	39.7	0.0	3.9	30.0	0.0
360	4.68	9.77	0.0	16.0	9.33	0.0	0.0	18.9	18.2207	55.0	41.7	0.0	6.1	30.0	0.0
361	6.68	4.83	0.0	15.3	10.82	0.0	0.0	19.4	17.957	55.0	43.4	0.0	8.2	30.0	0.0
362	8.0	1.11	0.0	14.5	10.02	0.0	0.0	19.7	16.4141	55.0	44.5	0.0	10.3	30.0	0.0
363	7.84	0.1	0.0	13.5	11.0	0.1	0.0	20.2	14.8711	55.0	45.2	0.0	12.2	30.0	0.0
364	7.0	0.0	0.0	11.1	11.3	0.8	0.0	20.9	12.9453	55.0	45.5	0.0	14.1	30.0	0.0
365	6.53	0.0	0.0	7.2	12.45	2.2	0.0	21.7	11.0195	55.0	45.7	0.0	16.0	30.0	0.0
366	7.89	0.0	0.0	3.4	12.39	4.2	0.0	22.5	8.9844	55.0	46.0	0.0	17.7	30.0	0.0
367	10.57	0.0	0.0	2.8	12.0	6.2	0.0	23.2	6.9492	55.0	46.2	0.0	19.5	30.0	0.0
368	11.0	0.0	0.0	1.7	13.85	8.3	0.0	23.8	6.0273	55.0	46.7	0.0	20.0	30.0	0.0
369	10.1	0.0	0.0	0.2	15.92	10.2	0.0	24.1	5.1055	55.0	47.2	0.0	20.0	30.0	0.0
370	10.74	0.0	0.0	0.0	14.76	11.8	0.0	24.2	4.1836	55.0	47.7	0.0	20.0	30.0	0.0
371	10.42	0.0	0.0	0.0	13.6	13.1	0.0	24.3	4.5059	55.0	48.5	0.0	20.0	30.0	0.0
372	11.0	0.0	0.0	0.0	12.44	14.2	1.7	24.4	4.8281	55.0	49.0	0.0	20.0	30.0	0.0
373	12.46	0.0	0.0	0.0	12.0	15.0	3.3	24.5	6.4434	56.0	49.4	0.0	20.0	30.0	0.0
374	14.77	0.0	0.6	0.0	11.13	15.5	4.2	24.6	8.0586	56.0	49.5	0.0	20.0	30.0	0.0
375	14.09	0.0	2.4	0.0	12.03	15.6	4.6	24.5	9.5566	56.0	49.2	0.0	20.0	30.0	0.0
376	16.2	0.98	4.8	0.0	13.0	15.2	4.1	24.5	11.0547	56.0	48.7	0.0	20.0	30.0	0.0
377	17.0	4.21	7.5	0.0	13.0	14.4	3.7	24.5	12.8282	57.0	48.0	0.0	20.0	30.0	0.0
378	17.0	7.76	10.0	0.0	13.0	13.2	1.4	24.4	14.6016	57.0	46.5	0.7	20.0	30.0	0.0
379	17.0	10.46	11.9	0.0	12.34	11.7	0.6	24.3	16.9355	57.0	44.4	1.1	20.0	30.0	0.0
380	17.0	12.82	13.2	0.0	13.63	10.2	0.0	24.1	19.2695	57.0	40.9	3.3	20.0	30.0	0.0
381	15.02	14.99	14.1	0.0	14.0	8.5	0.0	23.8	18.9922	58.0	36.0	4.7	20.0	30.0	0.0
382	15.71	16.95	13.8	0.0	14.0	6.8	0.0	23.4	18.7148	58.0	29.7	5.8	20.0	30.0	0.0
383	14.0	18.83	13.3	0.0	14.29	4.9	0.0	23.0	17.6367	58.0	23.2	5.5	20.0	30.0	0.0
384	14.92	20.66	12.7	0.0	13.67	3.3	0.0	22.6	16.5586	58.0	16.3	5.8	20.0	30.0	0.0
385	15.38	22.18	11.6	0.0	10.8	1.8	0.0	22.1	15.2851	59.0	10.5	5.5	20.0	30.0	0.0
386	15.78	23.58	9.5	0.0	8.48	0.7	0.1	21.7	14.0117	59.0	5.9	3.7	18.0	30.0	0.0
387	16.0	24.76	7.2	0.0	8.0	0.1	1.4	21.2	13.0957	59.0	2.9	2.2	13.6	30.0	0.0
388	16.0	25.93	4.1	0.0	9.78	0.0	2.3	20.7	12.1797	60.0	1.0	2.9	9.1	30.0	0.0
389	16.25	27.11	2.1	0.0	7.0	0.0	3.2	20.0	11.6172	60.0	0.2	4.4	4.7	30.0	0.0
390	17.41	28.19	1.3	0.0	6.22	0.0	4.7	19.4	11.0547	60.0	0.1	6.2	0.2	30.0	0.0
391	18.56	29.3	1.1	0.0	5.55	0.0	5.4	18.8	10.4922	60.0	0.8	6.9	0.0	30.0	0.0
392	19.0	30.35	1.5	0.0	4.59	0.0	5.8	18.2	9.5098	60.0	2.0	8.0	0.0	30.0	0.0
393	19.88	31.25	2.3	0.0	4.86	0.0	6.9	17.8	8.5273	60.0	4.0	9.5	0.0	30.0	0.0
394	21.0	32.14	3.0	0.0	3.96	0.0	9.0	17.5	6.5957	60.0	6.5	10.6	0.0	30.0	0.0
395	21.0	32.97	4.5	0.0	2.0	0.0	8.7	17.4	4.6641	60.0	9.3	12.8	0.0	30.0	0.0
396	21.0	33.54	6.2	0.0	2.0	0.0	9.8	17.2	2.332	60.0	11.8	14.2	0.0	30.0	0.0
397	20.49	33.73	7.5	0.0	3.47	0.0	10.1	17.2	0.0	60.0	14.1	16.4	0.2	30.0	0.0
398	20.0	34.12	8.4	0.0	5.0	0.0	9.4	17.1	0.61523	60.0	16.2	17.9	2.5	30.0	0.0
399	19.18	34.77	8.3	0.0	6.61	0.0	9.2	17.1	1.2305	60.0	18.0	19.7	4.8	30.0	0.0
400	19.0	35.52	8.4	0.0	4.11	0.0	10.0	17.2	2.0352	60.0	19.3	21.9	7.0	30.0	0.0
401	18.86	35.67	8.6	0.0	3.0	0.0	9.9	17.4	2.8398	60.0	20.2	23.0	9.0	30.0	0.0
402	18.29	34.38	8.8	0.0	3.0	0.0	9.3	17.4	3.6445	60.0	20.3	24.8	11.1	30.0	0.0
403	19.0	31.49	8.6	0.0	3.87	0.0	8.3	17.6	5.7031	60.0	19.2	26.3	13.0	30.0	0.0
404	19.61	28.21	7.0	0.0	3.22	0.0	6.5	17.6	7.7617	60.0	17.1	27.0	14.9	30.0	0.0
405	20.0	24.55	6.5	0.0	1.25	0.0	5.6	17.6	9.5059	60.0	14.3	28.5	16.7	30.0	0.0
406	20.0	21.06	6.5	0.0	0.09	0.0	6.5	17.5	11.25	60.0	10.8	29.2	18.4	30.0	0.0
407	20.0	17.75	6.8	0.0	0.0	0.0	7.1	17.1	11.7949	60.0	7.3	29.2	20.0	30.0	0.0
408	20.0	14.31	5.4	0.0	0.0	0.0	6.9	16.6	12.3398	60.0	4.5	30.0	20.0	30.0	0.0
409	20.0	11.47	3.8	0.0	0.0	0.0	6.3	16.1	13.0977	60.0	2.4	30.0	20.0	30.0	0.0
410	19.45	8.69	4.1	0.0	0.0	0.0	5.2	15.8	13.8555	60.0	1.0	30.0	20.0	30.0	0.0
411	20.42	6.05	3.9	4.3	0.0	0.0	3.0	15.9	15.123	60.0	0.2	30.3	20.0	30.0	0.0
412	21.87	3.25	4.0	9.1	0.0	0.0	2.8	16.4	16.3906	60.0	0.0	30.0	20.0	30.0	0.0
413	20.97	1.05	4.3	10.7	2.01	0.0	3.9	16.8	17.1367	60.0	0.0	30.0	20.0	30.0	0.0
414	20.37	0.1	4.2	10.6	3.33	0.0	1.5	17.4	17.8828	60.0	0.0	30.0	20.0	30.0	0.0
415	22.0	0.0	2.4	10.1	4.68	0.0	1.6	17.9	17.8242	60.0	0.0	29.6	20.0	30.0	0.0
416	22.0	0.0	0.8	9.5	5.45	0.0	2.8	18.4	17.7656	60.0	0.0	30.0	20.0	30.0	0.0
417	22.66	0.0	0.4	8.9	8.28	0.0	1.0	18.9	16.7168	60.0	0.0	30.0	20.0	30.0	0.0
418	23.0	0.0	0.0	8.4	8.2	0.0	0.0	19.3	15.668	60.0	0.0	30.0	20.0	30.0	0.0
419	23.97	0.0	0.0	8.6	7.05	0.0	0.0	19.5	14.9219	60.0	0.3	30.3	20.0	30.0	0.0
420	25.51	0.0	0.0	11.5	8.11	0.0	0.0	19.7	14.1758	60.0	1.3	30.0	20.0	30.0	0.0
421	29.0	0.0	0.0	13.2	9.0	0.0	0.0	19.5	13.4297	60.0	3.2	30.7	20.0	30.0	0.0
422	29.0	0.0	0.0	12.1	9.43	0.0	0.0	19.2	11.8653	60.0	5.9	30.7	20.0	30.0	0.0
423	29.0	0.0	0.0	8.8	10.0	0.0	0.0	18.9	10.3008	60.0	9.1	31.1	20.0	30.0	0.0
424	30.51	0.0	0.0	4.6	10.74	0.0	0.0	18.8	8.2617	60.0	12.6	31.4	20.0	30.0	0.0
425	31.0	0.0	0.0	3.1	8.3	0.0	0.0	18.8	6.2227	59.0	16.1	31.8	20.0	30.0	0.0
426	30.0	0.0	0.0	2.6	7.06	0.0	0.0	18.9	5.4199	59.0	19.1	32.2	16.2	29.0	0.0
427	30.0	0.22	0.0	0.8	8.0	0.0	0.0	18.9	4.6172	59.0	21.7	32.5	11.8	27.0	0.0
428	30.0	1.54	0.0	0.1	7.26	0.0	0.0	18.9	3.1504	58.0	24.2	32.9	7.3	26.0	0.0
429	30.54	5.2	0.0	0.0	7.06	0.0	0.0	18.9	1.6836	58.0	26.7	32.9	2.9	25.0	0.0
430	31.0	8.85	0.0	0.0	10.06	0.4	0.0	19.0	1.3848	56.0	28.7	33.2	0.0	23.0	0.0
431	31.86	11.89	0.0	0.0	11.0	1.4	0.0	19.0	1.0859	55.0	30.8	33.6	0.0	22.0	0.0
432	31.0	14.23	0.0	0.0	12.0	3.1	0.0	19.0	0.72136	55.0	32.5	33.2	0.0	21.0	0.0
433	31.17	15.64	0.0	0.0	13.32	5.4	0.0	19.1	0.35677	55.0	33.0	33.6	0.0	19.0	0.0
434	32.33	16.72	0.0	0.0	15.32	7.8	0.0	19.2	0.0	53.8	32.9	33.6	0.0	18.0	0.0
435	33.0	18.02	0.0	0.0	15.53	10.3	0.0	19.2	0.0	52.7	31.7	33.6	0.0	17.0	0.0
436	33.0	19.39	0.0	0.0	15.63	12.5	0.0	19.3	0.0	51.6	29.6	33.2	0.0	15.0	0.0
437	33.8	21.08	1.0	0.0	18.36	14.3	0.0	19.3	0.0	50.5	26.3	33.6	1.1	14.0	0.0
438	34.0	22.44	2.6	0.0	18.06	15.5	0.0	19.4	0.0	49.3	22.3	33.6	3.4	13.0	0.0
