,speed,acceleration,stp,BinNo
757,55.0,0.0,7.024319592401003,35
758,55.0,0.0,7.844230021027669,35
759,55.0,0.0,7.024319592401003,35
760,54.22,-0.78,0.0,33
761,54.0,-0.22,4.487684387356481,33
762,54.0,0.0,7.606035564147576,35
763,54.0,0.0,6.786300030663099,35
764,54.0,0.0,6.786300030663099,35
765,54.0,0.0,6.786300030663099,35
766,54.0,0.0,7.605862118183887,35
767,54.0,0.0,6.786300030663099,35
768,54.0,0.0,6.786300030663099,35
769,54.0,0.0,6.786300030663099,35
770,54.0,0.0,7.605690109390823,35
771,54.0,0.0,6.786300030663099,35
772,54.0,0.0,6.786300030663099,35
773,54.0,0.0,6.786300030663099,35
774,53.01,-0.99,-2.7782730328691385,33
775,50.86,-2.15,0.0,0
776,49.7,-1.16,0.0,22
777,48.54,-1.16,0.0,0
778,47.39,-1.15,0.0,0
779,46.23,-1.16,0.0,0
780,45.07,-1.16,0.0,0
781,43.91,-1.16,0.0,0
782,42.51,-1.4,0.0,0
783,40.6,-1.91,0.0,0
784,39.44,-1.16,0.0,0
785,38.28,-1.16,0.0,0
786,37.13,-1.15,0.0,0
787,35.94,-1.19,0.0,0
788,33.81,-2.13,0.0,0
789,32.66,-1.15,0.0,0
790,30.5,-2.16,0.0,0
791,28.34,-2.16,0.0,0
792,26.37,-1.97,0.0,0
793,25.03,-1.34,0.0,0
794,21.87,-3.16,0.0,0
795,19.85,-2.02,0.0,0
796,16.56,-3.29,0.0,0
797,15.4,-1.16,0.0,0
798,14.24,-1.16,0.0,0
799,12.17,-2.07,0.0,0
800,10.71,-1.46,0.0,0
801,6.08,-4.63,0.0,0
802,2.61,-3.47,0.0,0
803,1.45,-1.16,0.0,0
804,0.3,-1.15,0.0,0
805,0.0,-0.3,0.0,1
806,0.0,0.0,0.0,1
807,0.0,0.0,0.0,1
808,0.0,0.0,0.0,1
809,0.0,0.0,0.0,1
810,0.0,0.0,0.0,1
811,0.0,0.0,0.0,1
812,0.0,0.0,0.0,1
813,0.0,0.0,0.0,1
814,0.0,0.0,0.0,1
815,0.0,0.0,0.0,1
816,0.0,0.0,0.0,1
817,0.0,0.0,0.0,1
818,0.0,0.0,0.0,1
819,0.0,0.0,0.0,1
820,0.0,0.0,0.0,1
821,0.0,0.0,0.0,1
822,0.0,0.0,0.0,1
823,0.0,0.0,0.0,1
824,0.0,0.0,0.0,1
825,0.0,0.0,0.0,1
826,0.0,0.0,0.0,1
827,0.0,0.0,0.0,1
828,0.0,0.0,0.0,1
829,0.0,0.0,0.0,1
830,0.0,0.0,0.0,1
831,0.19,0.19,0.020479895818442166,1
832,1.0,0.81,0.0,12
833,1.51,0.51,0.0,12
834,2.66,1.15,0.0,12
835,4.64,1.98,0.0,12
836,6.96,2.32,0.33544454617854225,12
837,8.86,1.9,0.6099956074408922,12
838,7.71,-1.15,0.0,12
839,7.45,-0.26,0.0,12
840,9.22,1.77,0.5376511563634793,12
841,10.0,0.78,2.2381910367449245,12
842,9.08,-0.92,0.0,12
843,10.08,1.0,2.6854749356038794,12
844,11.24,1.16,3.347692574523504,13
845,12.79,1.55,4.783396407853041,13
846,14.0,1.21,4.323440959235573,13
847,12.58,-1.42,0.0,12
848,12.87,0.29,0.0,12
849,13.0,0.13,0.0,12
850,13.0,0.0,0.0,12
851,13.68,0.68,2.819496575304173,12
852,15.0,1.32,4.959662318677564,13
853,15.0,0.0,0.0,12
854,13.37,-1.63,0.0,12
855,12.03,-1.34,0.0,12
856,12.26,0.23,0.0,12
857,14.29,2.03,6.68242717183052,14
858,14.56,0.27,0.0,12
859,15.2,0.64,3.027638643280898,13
860,16.76,1.56,6.337431396603122,14
861,17.0,0.24,0.0,12
862,17.0,0.0,0.0,12
863,17.23,0.23,0.0,12
864,18.77,1.54,7.049955253516145,14
865,20.54,1.77,8.655611697331384,14
866,19.6,-0.94,0.0,12
867,18.14,-1.46,0.0,12
868,17.98,-0.16,0.0,12
869,17.0,-0.98,0.0,12
870,16.34,-0.66,0.0,12
871,15.0,-1.34,0.0,12
872,15.0,0.0,0.0,12
873,15.0,0.0,0.0,12
874,15.96,0.96,4.174276123386225,13
875,12.35,-3.61,0.0,0
876,15.28,2.93,9.81458492487656,15
877,14.27,-1.01,0.0,12
878,12.59,-1.68,0.0,12
879,12.25,-0.34,0.0,12
880,9.28,-2.97,0.0,0
881,8.0,-1.28,0.0,12
882,8.0,0.0,0.0,12
883,8.38,0.38,0.0,12
884,9.53,1.15,0.0,12
885,10.69,1.16,3.18146568493221,13
886,11.0,0.31,0.0,12
887,9.0,-2.0,0.0,0
888,9.0,0.0,0.0,12
889,9.32,0.32,0.0,12
890,10.0,0.68,2.04470487148342,12
891,9.36,-0.64,0.0,12
892,9.0,-0.36,0.0,12
893,9.95,0.95,0.0,12
894,14.33,4.38,13.217183146863274,16
895,17.53,3.2,12.1998365863358,16
896,19.42,1.89,8.618252873441365,14
897,20.0,0.58,3.8148784522581805,13
898,20.74,0.74,4.609810949492545,13
899,21.0,0.26,2.721530633527153,12
900,21.11,0.11,0.0,12
901,23.84,2.73,14.539873046869136,16
902,27.0,3.16,18.79480114211013,28
903,27.0,0.0,0.0,22
904,29.05,2.05,14.045308834240254,27
905,32.52,3.47,24.78809516273917,29
906,31.01,-1.51,0.0,22
907,31.0,-0.01,2.7001099922691982,22
908,31.62,0.62,6.63147864844843,24
909,33.0,1.38,11.828679529506223,25
910,32.37,-0.63,0.0,22
911,30.43,-1.94,0.0,22
912,30.0,-0.43,0.0,22
913,30.0,0.0,2.636761002373003,22
914,30.51,0.51,5.709894673210049,23
915,32.41,1.9,14.85461859334042,27
916,33.0,0.59,6.7844952011388475,24
917,32.27,-0.73,0.0,22
918,32.0,-0.27,0.0,22
919,31.04,-0.96,0.0,22
920,32.2,1.16,10.139792571861435,25
921,33.36,1.16,10.552621119084861,25
922,34.0,0.64,7.361702560537111,24
923,34.0,0.0,3.1514436044467633,23
924,34.0,0.0,3.1514436044467633,23
925,33.01,-0.99,0.0,22
926,31.86,-1.15,0.0,22
927,30.1,-1.76,0.0,22
928,26.17,-3.93,0.0,0
929,23.39,-2.78,0.0,0
930,21.46,-1.93,0.0,0
931,17.28,-4.18,0.0,0
932,15.83,-1.45,0.0,0
933,13.76,-2.07,0.0,0
934,12.6,-1.16,0.0,0
935,10.33,-2.27,0.0,0
936,8.28,-2.05,0.0,0
937,5.38,-2.9,0.0,0
938,2.91,-2.47,0.0,0
939,0.0,-2.91,0.0,0
940,0.0,0.0,0.0,1
941,0.0,0.0,0.0,1
942,0.0,0.0,0.0,1
943,0.0,0.0,0.0,1
944,0.0,0.0,0.0,1
945,0.0,0.0,0.0,1
946,0.0,0.0,0.0,1
947,0.0,0.0,0.0,1
948,0.0,0.0,0.0,1
949,0.0,0.0,0.0,1
950,0.0,0.0,0.0,1
951,0.0,0.0,0.0,1
952,0.0,0.0,0.0,1
953,0.0,0.0,0.0,1
954,0.0,0.0,0.0,1
955,0.0,0.0,0.0,1
956,0.0,0.0,0.0,1
957,0.0,0.0,0.0,1
958,0.0,0.0,0.0,1
959,0.0,0.0,0.0,1
960,0.0,0.0,0.0,1
961,0.0,0.0,0.0,1
962,0.0,0.0,0.0,1
963,0.0,0.0,0.0,1
964,0.0,0.0,0.0,1
965,0.0,0.0,0.0,1
966,0.0,0.0,0.0,1
967,0.0,0.0,0.0,1
968,0.0,0.0,0.0,1
969,0.0,0.0,0.0,1
970,0.0,0.0,0.0,1
971,0.0,0.0,0.0,1
972,0.0,0.0,0.0,1
973,0.0,0.0,0.0,1
974,0.0,0.0,0.0,1
975,0.0,0.0,0.0,1
976,0.0,0.0,0.0,1
977,0.0,0.0,0.0,1
978,0.0,0.0,0.0,1
979,0.0,0.0,0.0,1
980,0.51,0.51,0.08655143498178879,1
981,0.33,-0.18,0.01194613480436695,1
982,0.0,-0.33,0.0,1
983,0.0,0.0,0.0,1
984,0.0,0.0,0.0,1
985,0.0,0.0,0.0,1
986,0.0,0.0,0.0,1
987,0.0,0.0,0.0,1
988,0.0,0.0,0.0,1
989,0.0,0.0,0.0,1
990,0.0,0.0,0.0,1
991,0.0,0.0,0.0,1
992,0.0,0.0,0.0,1
993,0.0,0.0,0.0,1
994,0.0,0.0,0.0,1
995,0.0,0.0,0.0,1
996,0.0,0.0,0.0,1
997,0.0,0.0,0.0,1
998,0.0,0.0,0.0,1
999,0.0,0.0,0.0,1
1000,0.0,0.0,0.0,1
1001,0.0,0.0,0.0,1
1002,0.0,0.0,0.0,1
1003,0.13,0.13,0.012503321432316554,1
1004,0.71,0.58,0.13011268315145308,1
1005,0.0,-0.71,0.0,1
1006,0.0,0.0,0.0,1
1007,0.0,0.0,0.0,1
1008,0.0,0.0,0.0,1
1009,4.15,4.15,3.6284122960274305,13
1010,6.0,1.85,0.0,12
1011,6.0,0.0,0.0,12
1012,6.0,0.0,0.0,12
1013,5.3,-0.7,0.0,12
1014,4.14,-1.16,0.0,12
1015,1.96,-2.18,0.0,0
1016,0.0,-1.96,0.0,0
1017,0.0,0.0,0.0,1
1018,0.0,0.0,0.0,1
1019,0.0,0.0,0.0,1
1020,0.0,0.0,0.0,1
1021,0.0,0.0,0.0,1
1022,0.0,0.0,0.0,1
1023,0.0,0.0,0.0,1
1024,0.0,0.0,0.0,1
1025,0.0,0.0,0.0,1
1026,0.0,0.0,0.0,1
1027,0.0,0.0,0.0,1
1028,0.0,0.0,0.0,1
1029,0.0,0.0,0.0,1
1030,0.0,0.0,0.0,1
1031,0.0,0.0,0.0,1
1032,0.0,0.0,0.0,1
1033,0.0,0.0,0.0,1
1034,0.0,0.0,0.0,1
1035,0.0,0.0,0.0,1
1036,0.0,0.0,0.0,1
1037,0.48,0.48,0.07867370616083082,1
1038,1.64,1.16,0.0,12
1039,0.41,-1.23,0.0,1
1040,0.0,-0.41,0.0,1
1041,0.0,0.0,0.0,1
1042,0.0,0.0,0.0,1
1043,0.0,0.0,0.0,1
1044,0.0,0.0,0.0,1
1045,0.0,0.0,0.0,1
1046,0.0,0.0,0.0,1
1047,0.0,0.0,0.0,1
1048,0.0,0.0,0.0,1
1049,0.0,0.0,0.0,1
1050,0.0,0.0,0.0,1
1051,0.0,0.0,0.0,1
1052,0.0,0.0,0.0,1
1053,0.0,0.0,0.0,1
1054,0.0,0.0,0.0,1
1055,0.0,0.0,0.0,1
1056,0.0,0.0,0.0,1
1057,0.0,0.0,0.0,1
1058,0.0,0.0,0.0,1
1059,0.0,0.0,0.0,1
1060,0.0,0.0,0.0,1
