,Acc,B_in_series,B_out_series,BinNo,Braking,Coasting,Cruise,EE A,EE GEN,EE RB1,EE RB2,Eng_Tract,Eng_series,Eng_tmp_series,Fuel flag,GEN flag1,GEN flag2,Idle,Jerk,New Bin,Old Bin,Power(kW),RB_Flag_series,SOC,SOC_hg_series,SOC_low_series,SOC_series,acceleration,dErr_series,new_bin_1,sigErr_series,speed,stp,New Bin_series,New Bin 1_series,Abs Trctv Pwr
42,0.28999999999999915,46.17,43.86914460162989,12,False,False,True,28.663033058602597,0.0,0.0,0.0,0.0,51.300000000000004,51.300000000000004,False,False,False,False,0.0,12,12,28.663033058602597,False,59.28753845897655,False,False,59.85923542180498,0.29,-0.0036314005656095105,-1,0.14076457819501798,12.87,1.6762007636609704,12,12,28.663033058602597
43,0.13000000000000078,46.17,35.10708399134396,12,False,False,True,22.08465319361213,0.0,0.0,0.0,0.0,51.300000000000004,51.300000000000004,False,False,False,False,-0.15999999999999837,12,12,22.08465319361213,False,59.23702178182296,False,False,59.876695832172175,0.13,-0.01746041036719248,-1,0.1233041678278255,13.0,1.2915001867609432,12,12,22.08465319361213
44,0.0,46.17,27.65942064137152,12,False,False,True,16.49309650371982,0.0,0.0,0.0,0.0,51.300000000000004,51.300000000000004,False,False,False,False,-0.13000000000000078,12,12,16.49309650371982,False,59.19827184854541,False,False,59.90591076171546,0.0,-0.029214929543286416,-1,0.09408923828453908,13.0,0.9645085674689953,12,12,16.49309650371982
45,0.6799999999999997,47.73125752332436,69.90920744174119,12,False,False,True,0.0,0.0,0.0,0.0,48.21339143770137,53.03473058147151,51.300000000000004,True,False,False,False,0.6799999999999997,12,12,48.21339143770137,False,59.19422960993057,False,False,59.87090768419271,0.68,0.035003077522752335,12,0.1290923158072914,13.68,2.819496575304173,12,12,48.21339143770137
46,1.3200000000000003,92.34,118.65429150323055,13,False,False,False,0.0,0.0,0.0,0.0,84.81022564938635,102.60000000000001,102.60000000000001,True,False,False,False,0.6400000000000006,13,13,84.81022564938635,False,59.19018737131572,False,False,59.829376289774714,1.32,0.04153139441799425,13,0.17062371022528566,15.0,4.959662318677564,13,13,84.81022564938635
47,0.0,46.17,31.397643971010446,12,False,False,True,19.29967981514613,0.0,0.0,0.0,0.0,51.300000000000004,51.300000000000004,False,False,False,False,-1.3200000000000003,12,12,19.29967981514613,False,59.14553132837608,False,False,59.852691245628556,0.0,-0.023314955853841468,-1,0.1473087543714442,15.0,1.1286362464997737,12,12,19.29967981514613
48,-1.6300000000000008,0.0,5.691471969696968,11,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,-1.6300000000000008,12,11,-55.10062431760231,False,59.14148908976124,False,False,59.84370849315113,-1.63,0.008982752477429301,-1,0.1562915068488735,13.37,-3.2222587320235268,1,-1,55.10062431760231
49,-1.2899999999999991,0.0,5.691471969696968,11,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,12,11,-36.32221266562518,False,59.13744685114639,False,False,59.83472574067371,-1.29,0.00898275247741509,-1,0.1652742593262886,12.08,-2.1241060038377295,1,-1,36.32221266562518
50,0.17999999999999972,46.17,36.0362707998629,12,False,False,True,22.782268065711975,0.0,0.0,0.0,0.0,51.300000000000004,51.300000000000004,False,False,False,False,0.0,12,12,22.782268065711975,False,59.08546212922828,False,False,59.85071963145675,0.18,-0.01599389078303659,-1,0.149280368543252,12.26,1.3322963781118113,12,12,22.782268065711975
51,2.0299999999999994,138.51000000000002,157.89252239499055,14,False,False,False,0.0,0.0,0.0,0.0,114.26950463830191,153.9,153.9,True,False,False,False,1.8499999999999996,14,14,114.26950463830191,False,59.08141989061344,False,False,59.820128529191926,2.03,0.030591102264821757,14,0.17987147080807375,14.29,6.68242717183052,14,14,114.26950463830191
52,0.27000000000000135,46.17,47.88717646179122,12,False,False,True,31.679691018574523,0.0,0.0,0.0,0.0,51.300000000000004,51.300000000000004,False,False,False,False,-1.759999999999998,12,12,31.679691018574523,False,59.01071163554537,False,False,59.81741833906914,0.27,0.002710190122783729,-1,0.18258166093085748,14.56,1.852613509858159,12,12,31.679691018574523
53,0.6399999999999988,92.34,74.6499162544453,13,False,False,True,0.0,0.0,0.0,0.0,51.77262080010336,102.60000000000001,102.60000000000001,True,False,False,False,0.36999999999999744,13,13,51.77262080010336,False,59.006669396930526,False,False,59.84533829447564,0.64,-0.027919955406495944,13,0.15466170552436154,15.2,3.027638643280898,13,13,51.77262080010336
54,1.5600000000000023,138.51000000000002,150.03479076070553,14,False,False,False,0.0,0.0,0.0,0.0,108.3700768819134,153.9,153.9,True,False,False,False,0.9200000000000035,14,14,108.3700768819134,False,59.00262715831568,False,False,59.827148915118464,1.56,0.018189379357174573,14,0.1728510848815361,16.76,6.337431396603122,14,14,108.3700768819134
55,0.23999999999999844,46.17,53.269684510503176,12,False,False,True,35.72077041138648,0.0,0.0,0.0,0.0,51.300000000000004,51.300000000000004,False,False,False,False,-1.3200000000000038,12,12,35.72077041138648,False,58.92341494829641,False,False,59.81594360496931,0.24,0.01120531014915116,-1,0.18405639503068727,17.0,2.088933942186344,12,12,35.72077041138648
56,0.0,46.17,35.2895268371974,12,False,False,True,22.221627633421974,0.0,0.0,0.0,0.0,51.300000000000004,51.300000000000004,False,False,False,False,-0.23999999999999844,12,12,22.221627633421974,False,58.872610025267804,False,False,59.833116068925754,0.0,-0.017172463956441675,-1,0.1668839310742456,17.0,1.2995103879194136,12,12,22.221627633421974
57,0.23000000000000043,46.17,53.21198042504384,12,False,False,True,35.677447338105324,0.0,0.0,0.0,0.0,51.300000000000004,51.300000000000004,False,False,False,False,0.23000000000000043,12,12,35.677447338105324,False,58.79348898333203,False,False,59.8220018321438,0.23,0.011114236781956777,-1,0.17799816785620237,17.23,2.086400429128966,12,12,35.677447338105324
58,1.5399999999999991,138.51000000000002,166.26345688555259,14,False,False,False,0.0,0.0,0.0,0.0,120.55423483512608,153.9,153.9,True,False,False,False,1.3099999999999987,14,14,120.55423483512608,False,58.78944674471719,False,False,59.77819902771585,1.54,0.043802804427947706,14,0.22180097228415008,18.77,7.049955253516145,14,14,120.55423483512608
59,1.7699999999999996,146.53085042412303,191.12232477272727,14,False,False,False,0.0,0.0,0.0,0.0,148.01096002436668,162.81205602680336,153.9,True,False,False,False,0.23000000000000043,14,14,148.01096002436668,False,58.785404506102346,False,False,59.70782106946364,1.77,0.07037795825220883,14,0.2921789305363589,20.54,8.655611697331384,14,14,148.01096002436668
60,-0.9399999999999977,0.0,5.691471969696968,11,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,-2.7099999999999973,12,11,-34.73996843431366,False,58.7813622674875,False,False,59.69883831698621,-0.94,0.008982752477429301,-1,0.3011616830137882,19.6,-2.0315771014218513,1,-1,34.73996843431366
61,-1.4600000000000009,0.0,5.691471969696968,11,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,12,11,-63.68198754656013,False,58.77732002887266,False,False,59.6898555645088,-1.46,0.00898275247741509,-1,0.3101444354912033,18.14,-3.724092838980124,1,-1,63.68198754656013
62,-0.16000000000000014,46.17,24.581076606338158,12,False,False,True,14.18193736909747,0.0,0.0,0.0,0.0,51.300000000000004,51.300000000000004,False,False,False,False,0.0,12,12,14.18193736909747,False,58.743433645962575,False,False,59.723928991582135,-0.16,-0.034073427073337825,-1,0.27607100841786547,17.98,0.8293530625203198,12,12,14.18193736909747
63,-0.9800000000000004,0.0,5.691471969696968,11,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,12,11,-32.89987204326706,False,58.73939140734773,False,False,59.714946239104705,-0.98,0.008982752477429301,-1,0.28505376089529477,17.0,-1.9239691253372548,1,-1,32.89987204326706
64,-0.6600000000000001,0.0,5.691471969696968,11,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,12,11,-14.437725920433348,False,58.73534916873289,False,False,59.705963486627276,-0.66,0.008982752477429301,-1,0.2940365133727241,16.34,-0.8443114573352835,1,-1,14.437725920433348
65,-1.3399999999999999,0.0,5.691471969696968,11,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,12,11,-47.20345004688556,False,58.731306930118045,False,False,59.69698073414986,-1.34,0.00898275247741509,-1,0.30301926585013916,15.0,-2.760435675256465,1,-1,47.20345004688556
66,0.0,46.17,31.397643971010446,12,False,False,True,19.29967981514613,0.0,0.0,0.0,0.0,51.300000000000004,51.300000000000004,False,False,False,False,0.0,12,12,19.29967981514613,False,58.6866508871784,False,False,59.7202956900037,0.0,-0.023314955853841468,-1,0.2797043099962977,15.0,1.1286362464997737,12,12,19.29967981514613
67,0.0,46.17,31.397643971010446,12,False,False,True,19.29967981514613,0.0,0.0,0.0,0.0,51.300000000000004,51.300000000000004,False,False,False,False,0.0,12,12,19.29967981514613,False,58.64199484423876,False,False,59.74361064585752,0.0,-0.023314955853820152,-1,0.25638935414247754,15.0,1.1286362464997737,12,12,19.29967981514613
68,0.9600000000000009,92.34,100.766089980172,13,False,False,True,0.0,0.0,0.0,0.0,71.38012170990444,102.60000000000001,102.60000000000001,True,False,False,False,0.9600000000000009,13,13,71.38012170990444,False,58.637952605623916,False,False,59.73031189273226,0.96,0.013298753125262408,13,0.26968810726773995,15.96,4.174276123386225,13,13,71.38012170990444
69,-3.610000000000001,118.71570336212636,5.691471969696968,0,True,False,False,0.0,0.0,100.0,100.0,0.0,0.0,0.0,False,False,False,False,-4.570000000000002,0,0,-131.9063370690293,True,58.75228157913028,False,False,59.90869609631879,-3.61,-0.17838420358653195,-1,0.091303903681208,12.35,-7.713820881229782,0,-1,131.9063370690293
70,2.9299999999999997,180.0,191.12232477272727,15,False,False,False,0.0,0.0,0.0,0.0,167.82940221538917,200.0,200.0,True,False,False,False,0.0,15,15,167.82940221538917,False,58.74823934051544,False,False,59.89114192211942,2.93,0.01755417419937544,15,0.10885807788058344,15.28,9.81458492487656,15,15,167.82940221538917
71,-1.0099999999999998,0.0,5.691471969696968,11,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,-3.9399999999999995,12,11,-29.423334051187897,False,58.744197101900596,False,False,59.882159169642,-1.01,0.00898275247741509,-1,0.11784083035799853,14.27,-1.720662810010988,1,-1,29.423334051187897
72,-1.6799999999999997,0.0,5.691471969696968,11,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,12,11,-54.05054480983148,False,58.74015486328575,False,False,59.87317641716457,-1.68,0.008982752477429301,-1,0.12682358283542783,12.59,-3.160850573674355,1,-1,54.05054480983148
73,-0.33999999999999986,46.17,7.938276330323072,12,False,False,True,1.6868557778708668,0.0,0.0,0.0,0.0,51.300000000000004,51.300000000000004,False,False,False,False,0.0,12,12,1.6868557778708668,False,58.73256284399357,False,False,59.93351689012808,-0.34,-0.060340472963510194,-1,0.06648310987191763,12.25,0.09864653671759455,12,12,1.6868557778708668
