,Acc,BinNo,Braking,Coasting,Cruise,EE A,EE GEN,EE RB1,EE RB2,Eng_Tract,Fuel flag,GEN flag1,GEN flag2,Idle,Jerk,Old Bin,Power(kW),SOC,acceleration,speed,stp
113,-0.9600000000000009,21,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,21,-51.308250780919664,58.134660041068585,-0.96,31.04,-3.0004825018081673
114,1.1600000000000037,25,False,False,False,0.0,0.0,0.0,0.0,173.39045297883055,True,False,False,False,0.0,25,173.39045297883055,58.13061780245374,1.16,32.2,10.139792571861435
115,1.1599999999999966,25,False,False,False,0.0,0.0,0.0,0.0,180.44982113635115,True,False,False,False,-7.105427357601002e-15,25,180.44982113635115,58.1265755638389,1.16,33.36,10.552621119084861
116,0.6400000000000006,24,False,False,True,0.0,0.0,0.0,0.0,125.88511378518461,True,False,False,False,-0.519999999999996,24,125.88511378518461,58.122533325224055,0.64,34.0,7.361702560537111
117,0.0,23,False,False,True,0.0,0.0,0.0,0.0,53.88968563603966,True,False,False,False,-0.6400000000000006,23,53.88968563603966,58.11849108660921,0.0,34.0,3.1514436044467633
118,0.0,23,False,False,True,0.0,0.0,0.0,0.0,53.88968563603966,True,False,False,False,0.0,23,53.88968563603966,58.11444884799437,0.0,34.0,3.1514436044467633
119,-0.990000000000002,21,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,-0.990000000000002,21,-56.506373436725916,58.110406609379524,-0.99,33.01,-3.3044662828494684
120,-1.1499999999999986,21,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,21,-72.16544938879485,58.10636437076468,-1.15,31.86,-4.220201718642974
121,-1.759999999999998,21,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,21,-129.98022535141558,58.10232213214984,-1.76,30.1,-7.601182769088631
122,-3.9299999999999997,0,True,False,False,0.0,0.0,100.0,100.0,0.0,False,False,False,False,0.0,0,-302.75647087883226,58.216651105656204,-3.93,26.17,-17.705056776539898
123,-2.780000000000001,0,True,False,False,0.0,0.0,100.0,100.0,0.0,False,False,False,False,0.0,0,-182.63106948323556,58.33098007916257,-2.78,23.39,-10.680179501943599
124,-1.9299999999999997,0,True,False,False,0.0,0.0,100.0,100.0,0.0,False,False,False,False,0.0,0,-107.80432823624112,58.44530905266894,-1.93,21.46,-6.304346680481936
125,-4.18,0,True,False,False,0.0,0.0,100.0,100.0,0.0,False,False,False,False,0.0,0,-216.3416891864559,58.55963802617531,-4.18,17.28,-12.651560771137772
126,-1.450000000000001,0,True,False,False,0.0,0.0,55.44685460637962,55.44685460637962,0.0,False,False,False,False,0.0,0,-55.44685460637962,58.62122890144112,-1.45,15.83,-3.242506117332141
127,-2.0700000000000003,0,True,False,False,0.0,0.0,76.69291123588172,76.69291123588172,0.0,False,False,False,False,0.0,0,-76.69291123588172,58.70796899146724,-2.07,13.76,-4.484965569349808
128,-1.1600000000000001,0,True,False,False,0.0,0.0,32.41442386195997,32.41442386195997,0.0,False,False,False,False,0.0,0,-32.41442386195997,58.742296099279905,-1.16,12.6,-1.8955803428046765
129,-2.2699999999999996,0,True,False,False,0.0,0.0,64.68454236625416,64.68454236625416,0.0,False,False,False,False,0.0,0,-64.68454236625416,58.814821737519054,-2.27,10.33,-3.7827217758043363
130,-2.0500000000000007,0,True,False,False,0.0,0.0,45.922080619282724,45.922080619282724,0.0,False,False,False,False,0.0,0,-45.922080619282724,58.86513802236454,-2.05,8.28,-2.6855017906013288
131,-2.8999999999999995,0,True,False,False,0.0,0.0,45.03684616146985,45.03684616146985,0.0,False,False,False,False,0.0,0,-45.03684616146985,58.9144064444522,-2.9,5.38,-2.6337336936532076
132,-2.4699999999999998,0,True,False,False,0.0,0.0,20.239105279259228,20.239105279259228,0.0,False,False,False,False,0.0,0,-20.239105279259228,58.9343214800789,-2.47,2.91,-1.1835734081438143
133,-2.91,0,True,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,0,0.0,58.930279241464056,-2.91,0.0,0.0
134,0.0,1,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0.0,1,0.0,58.92623700284921,0.0,0.0,0.0
135,0.0,1,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0.0,1,0.0,58.92219476423437,0.0,0.0,0.0
136,0.0,1,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0.0,1,0.0,58.918152525619526,0.0,0.0,0.0
137,0.0,1,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0.0,1,0.0,58.91411028700468,0.0,0.0,0.0
138,0.0,1,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0.0,1,0.0,58.91006804838984,0.0,0.0,0.0
139,0.0,1,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,False,True,0.0,1,0.0,58.906025809774995,0.0,0.0,0.0
