,0
601,0.0
602,0.9200000000000017
603,0.0799999999999983
604,0.0
605,0.0
606,0.0
607,0.0
608,0.0
609,0.03999999999999915
610,1.9600000000000009
611,0.3299999999999983
612,0.17999999999999972
613,-0.509999999999998
614,0.0
615,0.0
616,0.0
617,-0.28000000000000114
618,0.14999999999999858
619,1.1300000000000026
620,0.0
621,0.0
622,0.0
623,-0.21999999999999886
624,-0.7800000000000011
625,0.0
626,0.6899999999999977
627,0.3100000000000023
628,0.0
629,0.0
630,-0.3200000000000003
631,-0.6799999999999997
632,0.0
633,-0.7999999999999972
634,-0.20000000000000284
635,0.0
636,0.2700000000000031
637,0.7299999999999969
638,0.5799999999999983
639,0.4200000000000017
640,0.0
641,0.0
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.46999999999999886
651,0.5300000000000011
652,0.0
653,0.0
654,0.0
655,0.0
656,0.4200000000000017
657,0.5799999999999983
658,0.0
659,0.0
660,0.0
661,0.20000000000000284
662,0.7999999999999972
663,0.0
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,-0.6199999999999974
671,-0.38000000000000256
672,0.9299999999999997
673,-0.020000000000003126
674,-0.6599999999999966
675,0.75
676,0.0
677,0.0
678,0.0
679,0.0
680,0.0
681,0.0
682,0.0
683,0.0
684,0.0
685,0.9799999999999969
686,1.0200000000000031
687,0.0
688,0.0
689,0.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,0.0
701,-0.5
702,0.1599999999999966
703,0.3400000000000034
704,-0.9699999999999989
705,-0.030000000000001137
706,0.0
707,0.0
708,0.0
709,0.0
710,0.0
711,0.0
712,0.0
713,0.7700000000000031
714,1.2299999999999969
715,0.0
716,0.0
717,0.020000000000003126
718,0.9799999999999969
719,-0.3299999999999983
720,-0.6700000000000017
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,0.0
728,0.0
729,0.9099999999999966
730,0.09000000000000341
731,0.0
732,0.0
733,0.0
734,0.0
735,0.8500000000000014
736,0.14999999999999858
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,-0.8500000000000014
746,-1.1499999999999986
747,0.0
748,0.0
749,0.0
750,0.0
751,-0.36999999999999744
752,-0.6300000000000026
753,0.0
754,0.0
755,0.0
756,0.0
757,0.0
758,0.0
759,0.0
760,-0.7800000000000011
761,-0.21999999999999886
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,-0.990000000000002
775,-2.1499999999999986
776,-1.1599999999999966
777,-1.1600000000000037
778,-1.1499999999999986
779,-1.1600000000000037
780,-1.1599999999999966
781,-1.1600000000000037
782,-1.3999999999999986
783,-1.9099999999999966
784,-1.1600000000000037
785,-1.1599999999999966
786,-1.1499999999999986
787,-1.1900000000000048
788,-2.1299999999999955
789,-1.1500000000000057
790,-2.1599999999999966
791,-2.16
792,-1.9699999999999989
793,-1.3399999999999999
794,-3.16
795,-2.0199999999999996
796,-3.2900000000000027
797,-1.1599999999999984
798,-1.1600000000000001
799,-2.0700000000000003
800,-1.459999999999999
801,-4.630000000000001
802,-3.47
803,-1.16
804,-1.15
805,-0.3
806,0.0
807,0.0
808,0.0
809,0.0
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,0.0
824,0.0
825,0.0
826,0.0
827,0.0
828,0.0
829,0.0
830,0.0
831,0.19
832,0.81
833,0.51
834,1.1500000000000001
835,1.9799999999999995
836,2.3200000000000003
837,1.8999999999999995
838,-1.1499999999999995
839,-0.2599999999999998
840,1.7700000000000005
841,0.7799999999999994
842,-0.9199999999999999
843,1.0
844,1.1600000000000001
845,1.549999999999999
846,1.2100000000000009
847,-1.42
848,0.28999999999999915
849,0.13000000000000078
850,0.0
851,0.6799999999999997
852,1.3200000000000003
853,0.0
854,-1.6300000000000008
855,-1.3399999999999999
856,0.23000000000000043
857,2.0299999999999994
858,0.27000000000000135
859,0.6399999999999988
860,1.5600000000000023
861,0.23999999999999844
862,0.0
863,0.23000000000000043
864,1.5399999999999991
865,1.7699999999999996
866,-0.9399999999999977
867,-1.4600000000000009
868,-0.16000000000000014
869,-0.9800000000000004
870,-0.6600000000000001
871,-1.3399999999999999
872,0.0
873,0.0
874,0.9600000000000009
875,-3.610000000000001
876,2.9299999999999997
877,-1.0099999999999998
878,-1.6799999999999997
879,-0.33999999999999986
880,-2.9700000000000006
881,-1.2799999999999994
882,0.0
883,0.3800000000000008
884,1.1499999999999986
885,1.1600000000000001
886,0.3100000000000005
887,-2.0
888,0.0
889,0.3200000000000003
890,0.6799999999999997
891,-0.6400000000000006
892,-0.35999999999999943
893,0.9499999999999993
894,4.380000000000001
895,3.200000000000001
896,1.8900000000000006
897,0.5799999999999983
898,0.7399999999999984
899,0.26000000000000156
900,0.10999999999999943
901,2.7300000000000004
902,3.16
903,0.0
904,2.0500000000000007
905,3.4700000000000024
906,-1.5100000000000016
907,-0.010000000000001563
908,0.620000000000001
909,1.379999999999999
910,-0.6300000000000026
911,-1.9399999999999977
912,-0.4299999999999997
913,0.0
914,0.5100000000000016
915,1.899999999999995
916,0.5900000000000034
917,-0.7299999999999969
918,-0.2700000000000031
919,-0.9600000000000009
920,1.1600000000000037
921,1.1599999999999966
922,0.6400000000000006
923,0.0
924,0.0
925,-0.990000000000002
926,-1.1499999999999986
927,-1.759999999999998
928,-3.9299999999999997
929,-2.780000000000001
930,-1.9299999999999997
931,-4.18
932,-1.450000000000001
933,-2.0700000000000003
934,-1.1600000000000001
935,-2.2699999999999996
936,-2.0500000000000007
937,-2.8999999999999995
938,-2.4699999999999998
939,-2.91
940,0.0
941,0.0
942,0.0
943,0.0
944,0.0
945,0.0
946,0.0
947,0.0
948,0.0
949,0.0
950,0.0
951,0.0
952,0.0
953,0.0
954,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,0.0
969,0.0
970,0.0
971,0.0
972,0.0
973,0.0
974,0.0
975,0.0
976,0.0
977,0.0
978,0.0
979,0.0
980,0.51
981,-0.18
982,-0.33
983,0.0
984,0.0
985,0.0
986,0.0
987,0.0
988,0.0
989,0.0
990,0.0
991,0.0
992,0.0
993,0.0
994,0.0
995,0.0
996,0.0
997,0.0
998,0.0
999,0.0
1000,0.0
1001,0.0
1002,0.0
1003,0.13
1004,0.58
1005,-0.71
1006,0.0
1007,0.0
1008,0.0
1009,4.15
1010,1.8499999999999996
1011,0.0
1012,0.0
1013,-0.7000000000000002
1014,-1.1600000000000001
1015,-2.1799999999999997
1016,-1.96
1017,0.0
1018,0.0
1019,0.0
1020,0.0
1021,0.0
1022,0.0
1023,0.0
1024,0.0
1025,0.0
1026,0.0
1027,0.0
1028,0.0
1029,0.0
1030,0.0
1031,0.0
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,0.0
1037,0.48
1038,1.16
1039,-1.23
1040,-0.41
1041,0.0
1042,0.0
1043,0.0
1044,0.0
1045,0.0
1046,0.0
1047,0.0
1048,0.0
1049,0.0
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.0
