metbinyearfuelsource,Meteo ID,SourceTypeID,Location-season,opModeBin,year,FuelId,1,2,3,5,6,31,33,79,87,90,91,98,100,101,102,105,106,107,110,112,115,116,117
100201521052,1,52,Atlanta Summer,0,2015,210,0.000385031,0.000608858,0.003270167,0.000225089,2.30E-05,4.42E-05,0.001301531,0.000159942,0.000208852,5.142222222,6.62E-05,5.147861111,3.04E-05,,,,,,2.79E-05,2.50E-06,1.96E-05,,
101201521052,1,52,Atlanta Summer,1,2015,210,0.000301061,0.000958147,0.001192322,0.000176,2.30E-05,2.20E-05,0.000474544,0.000125061,0.000163304,2.562894444,3.30E-05,2.567294444,3.32E-05,,,,,,3.05E-05,2.73E-06,2.14E-05,,
111201521052,1,52,Atlanta Summer,11,2015,210,0.000757269,0.001714069,0.001160017,0.0004427,2.30E-05,2.88E-05,0.000461686,0.000314569,0.000410767,3.3475,4.31E-05,3.358583333,2.26E-05,,,,,,2.08E-05,1.86E-06,1.46E-05,,
112201521052,1,52,Atlanta Summer,12,2015,210,0.000781364,0.002024233,0.0054495,0.000456783,2.30E-05,8.11E-05,0.002168903,0.000324578,0.000423833,9.423222222,0.000121251,9.434638889,5.07E-05,,,,,,4.66E-05,4.17E-06,3.27E-05,,
113201521052,1,52,Atlanta Summer,13,2015,210,0.000920117,0.002914306,0.008834972,0.0005379,2.30E-05,0.000142945,0.003516306,0.000382217,0.0004991,16.61883333,0.000213839,16.63227778,0.000123955,,,,,,0.000114039,1.02E-05,7.99E-05,,
114201521052,1,52,Atlanta Summer,14,2015,210,0.001012753,0.003478278,0.012056056,0.000592056,2.30E-05,0.000206014,0.004798306,0.000420697,0.000549347,23.95125,0.000308188,23.96605556,0.000131594,,,,,,0.000121066,1.08E-05,8.49E-05,,
115201521052,1,52,Atlanta Summer,15,2015,210,0.000861233,0.003833111,0.013671528,0.000503478,2.30E-05,0.000258696,0.005441278,0.000357756,0.000467158,30.07611111,0.000386996,30.08861111,0.000167437,,,,,,0.000154042,1.38E-05,0.000107967,,
116201521052,1,52,Atlanta Summer,16,2015,210,0.000898189,0.004558778,0.017739889,0.000525081,2.30E-05,0.000350333,0.007060472,0.000373108,0.000487203,40.73,0.000524082,40.74305556,0.000167437,,,,,,0.000154042,1.38E-05,0.000107967,,
121201521052,1,52,Atlanta Summer,21,2015,210,0.000690386,0.001602061,0.000627408,0.0004036,2.30E-05,2.30E-05,0.000249708,0.000286786,0.000374486,2.670763889,3.44E-05,2.680852778,1.79E-05,,,,,,1.65E-05,1.47E-06,1.15E-05,,
122201521052,1,52,Atlanta Summer,22,2015,210,0.0009032,0.003664861,0.00601725,0.000528011,2.30E-05,0.000102394,0.002394864,0.000375189,0.000489922,11.90433333,0.000153176,11.91755556,6.46E-05,,,,,,5.95E-05,5.32E-06,4.17E-05,,
123201521052,1,52,Atlanta Summer,23,2015,210,0.000867453,0.004405361,0.008801889,0.000507114,2.30E-05,0.0001663,0.003503139,0.000360339,0.000470531,19.33405556,0.000248776,19.34672222,0.000113393,,,,,,0.000104321,9.33E-06,7.31E-05,,
124201521052,1,52,Atlanta Summer,24,2015,210,0.000853794,0.004788972,0.012462917,0.000499128,2.30E-05,0.000237919,0.00496025,0.000354667,0.000463125,27.6605,0.000355916,27.67297222,0.000179906,,,,,,0.000165513,1.48E-05,0.000116007,,
125201521052,1,52,Atlanta Summer,25,2015,210,0.000818719,0.005145306,0.015574583,0.000478622,2.30E-05,0.000304211,0.006198694,0.000340094,0.000444097,35.36777778,0.000455084,35.37972222,0.000207323,,,,,,0.000190736,1.71E-05,0.000133686,,
127201521052,1,52,Atlanta Summer,27,2015,210,0.000789206,0.004454972,0.021261639,0.000461369,2.30E-05,0.000412561,0.008462139,0.000327836,0.000428089,47.96444444,0.000617174,47.97611111,0.000242899,,,,,,0.000223466,2.00E-05,0.000156626,,
128201521052,1,52,Atlanta Summer,28,2015,210,0.000773956,0.004256528,0.023085639,0.000452456,2.30E-05,0.000577586,0.009188083,0.0003215,0.000419817,67.15027778,0.000864041,67.16166667,0.000304533,,,,,,0.000280169,2.51E-05,0.000196369,,
129201521052,1,52,Atlanta Summer,29,2015,210,0.000995083,0.005472667,0.029681389,0.000581725,2.30E-05,0.000742611,0.01181325,0.000413358,0.000539761,86.33611111,0.001110907,86.35055556,0.000388586,,,,,,0.000357497,3.20E-05,0.000250568,,
130201521052,1,52,Atlanta Summer,30,2015,210,0.001216219,0.006688833,0.0362775,0.000711,2.30E-05,0.000907636,0.014438417,0.000505217,0.000659711,105.5219444,0.001357779,105.5397222,0.000441861,,,,,,0.000406511,3.64E-05,0.000284919,,
133201521052,1,52,Atlanta Summer,33,2015,210,0.000908139,0.003889222,0.005823278,0.0005309,2.30E-05,9.01E-05,0.002317664,0.000377242,0.000492603,10.47827778,0.000134827,10.49155556,8.75E-05,,,,,,8.05E-05,7.20E-06,5.64E-05,,
135201521052,1,52,Atlanta Summer,35,2015,210,0.000800269,0.004664639,0.014014861,0.000467839,2.30E-05,0.000267835,0.005577917,0.000332431,0.000434089,31.13861111,0.000400669,31.15027778,0.000125499,,,,,,0.000115459,1.03E-05,8.09E-05,,
137201521052,1,52,Atlanta Summer,37,2015,210,0.000793289,0.004406333,0.021361389,0.000463758,2.30E-05,0.000414636,0.008501833,0.000329533,0.000430303,48.20555556,0.000620273,48.21722222,0.000151144,,,,,,0.000139052,1.24E-05,9.75E-05,,
138201521052,1,52,Atlanta Summer,38,2015,210,0.000808486,0.003548,0.025392028,0.000472642,2.30E-05,0.000580489,0.010106028,0.000335844,0.000438547,67.48777778,0.000868385,67.49972222,0.000184828,,,,,,0.000170041,1.52E-05,0.000119181,,
139201521052,1,52,Atlanta Summer,39,2015,210,0.001039478,0.004561722,0.032646944,0.000607681,2.30E-05,0.000746342,0.012993472,0.0004318,0.000563844,86.77,0.001116492,86.785,0.000229797,,,,,,0.000211413,1.89E-05,0.000148178,,
140201521052,1,52,Atlanta Summer,40,2015,210,0.001270478,0.005575417,0.039901667,0.000742722,2.30E-05,0.000912194,0.015880917,0.000527756,0.000689144,106.0519444,0.001364598,106.0705556,0.000257901,,,,,,0.000237268,2.12E-05,0.000166299,,
1300201521052,1,52,Atlanta Summer,300,2015,210,0.000562467,0.001520947,0.003310444,0.000328819,2.30E-05,5.17E-05,0.001317558,0.000233649,0.0003051,6.013111111,7.74E-05,6.028166667,4.12E-05,,,,,,3.79E-05,3.39E-06,2.66E-05,,
1002015210052,1,52,Atlanta Summer,0,2015,2100,0.000385031,0.000608858,0.003270167,0.000225089,2.30E-05,4.42E-05,0.001301531,0.000159942,0.000208852,5.142222222,6.62E-05,5.147861111,3.04E-05,,,,,,2.79E-05,2.50E-06,1.96E-05,,
1012015210052,1,52,Atlanta Summer,1,2015,2100,0.000301061,0.000958147,0.001192322,0.000176,2.30E-05,2.20E-05,0.000474544,0.000125061,0.000163304,2.562894444,3.30E-05,2.567294444,3.32E-05,,,,,,3.05E-05,2.73E-06,2.14E-05,,
1112015210052,1,52,Atlanta Summer,11,2015,2100,0.000757269,0.001714069,0.001160017,0.0004427,2.30E-05,2.88E-05,0.000461686,0.000314569,0.000410767,3.3475,4.31E-05,3.358583333,2.26E-05,,,,,,2.08E-05,1.86E-06,1.46E-05,,
1122015210052,1,52,Atlanta Summer,12,2015,2100,0.000781364,0.002024233,0.0054495,0.000456783,2.30E-05,8.11E-05,0.002168903,0.000324578,0.000423833,9.423222222,0.000121251,9.434638889,5.07E-05,,,,,,4.66E-05,4.17E-06,3.27E-05,,
1132015210052,1,52,Atlanta Summer,13,2015,2100,0.000920117,0.002914306,0.008834972,0.0005379,2.30E-05,0.000142945,0.003516306,0.000382217,0.0004991,16.61883333,0.000213839,16.63227778,0.000123955,,,,,,0.000114039,1.02E-05,7.99E-05,,
1142015210052,1,52,Atlanta Summer,14,2015,2100,0.001012753,0.003478278,0.012056056,0.000592056,2.30E-05,0.000206014,0.004798306,0.000420697,0.000549347,23.95125,0.000308188,23.96605556,0.000131594,,,,,,0.000121066,1.08E-05,8.49E-05,,
1152015210052,1,52,Atlanta Summer,15,2015,2100,0.000861233,0.003833111,0.013671528,0.000503478,2.30E-05,0.000258696,0.005441278,0.000357756,0.000467158,30.07611111,0.000386996,30.08861111,0.000167437,,,,,,0.000154042,1.38E-05,0.000107967,,
