HD-UDDS	OCTA	Manhattan	NYBC	NYCC	WMATA	Paris	ETC-Urban	SF	KCMC	Beeline	CSHVC	CBD (SAE)	WVU-5PEAK
4.11	0	0	0	0	9.1	0	14.3	9.9531	55	35.9	0	9.5	18
5	0	0	0	0	11.4	0	13.5	10.2096	55	35.2	0	11.5	19
6.02	0	0	0	0	13.3	0	13	10.4662	55	33.9	0	13.4	19
7.18	0	0	0	0.16	14.9	0	12.7	10.7227	55	32.2	0	15.3	20
7.33	0	0	0	1	16.3	0.3	12.7	11.1739	55	30.2	0	17	21
6.49	0	0	0	0.53	17.6	1.9	13	11.625	55	27.8	0	18.8	21
7	0.15	0	0	0	19	3.6	13.3	12.0137	55	25.3	0	20	22
7	1.3	0	0	0	20.3	5.5	13.5	12.4023	55	22.5	0	20	23
7	4.11	0.2	0	0	21.6	7.7	13.5	12.8242	55	19.2	0	20	23
7	6.81	2.3	0	0	22.6	8.4	13.5	13.2461	55	15.8	0	20	24
7	8.63	3.3	0	0.52	23	10.6	13.6	13.5703	55	12.1	0	20	25
7.43	10.15	4.1	0	1.58	22.9	12.6	13.7	13.8945	55	8.8	0	20	25
8	11.53	5.9	0	1.57	22.1	12.7	14	13.916	55	5.9	0	20	26
8	12.73	8.6	0	2.73	20.6	12.6	14.3	13.9375	55	3.5	0	20	27
7.09	13.7	11.3	0	3	18.7	11.8	14.5	12.8372	55	1.7	0	20	27
11.06	14.42	15.5	0	0.95	16.6	9.9	14.7	11.737	55	0.6	0	20	28
12.89	15.17	17	0	0	14.3	6.7	14.7	10.6367	55	0.2	0	20	29
14.49	16.06	18.2	0	0	11.7	7.2	14.6	9.0762	55	0	0	20	29
11.46	16.98	20.1	0	0	8.9	7.6	14.3	7.5156	55	0	0	20	30
13.08	17.8	22.8	0	0	6	6.6	13.9	5.5352	55	0	0	20	30
16.55	18.62	24.1	0	0	3.7	5.2	13.3	3.5547	55	0	0	20	30
16	19.41	25.3	0	0	1.8	3.7	12.7	2.7715	55	0	0	20	30
15.34	20.15	25	0	0	0.5	2	12.2	1.9883	55	0.1	0	20	30
12.32	20.97	23.8	0	0	0	0.6	11.9	4.7168	55	1.1	0	20	30
13	21.7	22.5	0	0	0	0	11.9	7.4453	55	2.7	0	20	30
13	22.43	21.2	0	0	0	0	12	9.8731	55	5.4	0	15.3	30
13	23.15	19.3	0	0	0	0	12.4	12.3008	55	8.8	0	10.9	30
15.86	23.78	17.4	0	0	0	0	12.8	13.1739	55	12.6	0	6.5	30
12	24.29	14	0	0.19	0	0	13.3	14.0469	55	16.2	0	2	30
11.73	24.71	9.6	4.3	1.75	0	0	13.7	15.1797	55	19.5	0	0	30
11	24.86	6.8	9.1	1	0	0	13.8	16.3125	55	22.5	0	0	30
11	24.58	4.2	15.2	1	0	0	13.7	16.6485	55	25.2	0	0	30
11	24.01	1.7	16.3	1	0	0	13.6	16.9844	55	27.8	0	0	30
11.9	23.57	0.1	15.7	2.76	0	0	13.9	17.3086	55	30.2	0	0	30
12.89	23	0	14.5	2.04	0	0	14.7	17.6328	55	32.7	0	0	30
10.36	20.96	0	13.5	3.39	0	0	15.8	17.9167	55	35	0	0	30
7.26	17.55	0	13.6	6.41	0	0	17	18.2005	55	37.2	0	1.6	30
4.95	13.88	0	15.9	8.49	0	0	18.1	18.4844	55	39.7	0	3.9	30
4.68	9.77	0	16	9.33	0	0	18.9	18.2207	55	41.7	0	6.1	30
6.68	4.83	0	15.3	10.82	0	0	19.4	17.957	55	43.4	0	8.2	30
8	1.11	0	14.5	10.02	0	0	19.7	16.4141	55	44.5	0	10.3	30
7.84	0.1	0	13.5	11	0.1	0	20.2	14.8711	55	45.2	0	12.2	30
7	0	0	11.1	11.3	0.8	0	20.9	12.9453	55	45.5	0	14.1	30
6.53	0	0	7.2	12.45	2.2	0	21.7	11.0195	55	45.7	0	16	30
7.89	0	0	3.4	12.39	4.2	0	22.5	8.9844	55	46	0	17.7	30
10.57	0	0	2.8	12	6.2	0	23.2	6.9492	55	46.2	0	19.5	30
11	0	0	1.7	13.85	8.3	0	23.8	6.0273	55	46.7	0	20	30
10.1	0	0	0.2	15.92	10.2	0	24.1	5.1055	55	47.2	0	20	30
10.74	0	0	0	14.76	11.8	0	24.2	4.1836	55	47.7	0	20	30
10.42	0	0	0	13.6	13.1	0	24.3	4.5059	55	48.5	0	20	30
11	0	0	0	12.44	14.2	1.7	24.4	4.8281	55	49	0	20	30
12.46	0	0	0	12	15	3.3	24.5	6.4434	56	49.4	0	20	30
14.77	0	0.6	0	11.13	15.5	4.2	24.6	8.0586	56	49.5	0	20	30
14.09	0	2.4	0	12.03	15.6	4.6	24.5	9.5566	56	49.2	0	20	30
16.2	0.98	4.8	0	13	15.2	4.1	24.5	11.0547	56	48.7	0	20	30
17	4.21	7.5	0	13	14.4	3.7	24.5	12.8282	57	48	0	20	30
17	7.76	10	0	13	13.2	1.4	24.4	14.6016	57	46.5	0.7	20	30
17	10.46	11.9	0	12.34	11.7	0.6	24.3	16.9355	57	44.4	1.1	20	30
17	12.82	13.2	0	13.63	10.2	0	24.1	19.2695	57	40.9	3.3	20	30
15.02	14.99	14.1	0	14	8.5	0	23.8	18.9922	58	36	4.7	20	30
15.71	16.95	13.8	0	14	6.8	0	23.4	18.7148	58	29.7	5.8	20	30
14	18.83	13.3	0	14.29	4.9	0	23	17.6367	58	23.2	5.5	20	30
14.92	20.66	12.7	0	13.67	3.3	0	22.6	16.5586	58	16.3	5.8	20	30
15.38	22.18	11.6	0	10.8	1.8	0	22.1	15.2851	59	10.5	5.5	20	30
15.78	23.58	9.5	0	8.48	0.7	0.1	21.7	14.0117	59	5.9	3.7	18	30
16	24.76	7.2	0	8	0.1	1.4	21.2	13.0957	59	2.9	2.2	13.6	30
16	25.93	4.1	0	9.78	0	2.3	20.7	12.1797	60	1	2.9	9.1	30
16.25	27.11	2.1	0	7	0	3.2	20	11.6172	60	0.2	4.4	4.7	30
17.41	28.19	1.3	0	6.22	0	4.7	19.4	11.0547	60	0.1	6.2	0.2	30
18.56	29.3	1.1	0	5.55	0	5.4	18.8	10.4922	60	0.8	6.9	0	30
19	30.35	1.5	0	4.59	0	5.8	18.2	9.5098	60	2	8	0	30
19.88	31.25	2.3	0	4.86	0	6.9	17.8	8.5273	60	4	9.5	0	30
21	32.14	3	0	3.96	0	9	17.5	6.5957	60	6.5	10.6	0	30
21	32.97	4.5	0	2	0	8.7	17.4	4.6641	60	9.3	12.8	0	30
21	33.54	6.2	0	2	0	9.8	17.2	2.332	60	11.8	14.2	0	30
20.49	33.73	7.5	0	3.47	0	10.1	17.2	0	60	14.1	16.4	0.2	30
20	34.12	8.4	0	5	0	9.4	17.1	0.61523	60	16.2	17.9	2.5	30
19.18	34.77	8.3	0	6.61	0	9.2	17.1	1.2305	60	18	19.7	4.8	30
19	35.52	8.4	0	4.11	0	10	17.2	2.0352	60	19.3	21.9	7	30
18.86	35.67	8.6	0	3	0	9.9	17.4	2.8398	60	20.2	23	9	30
18.29	34.38	8.8	0	3	0	9.3	17.4	3.6445	60	20.3	24.8	11.1	30
19	31.49	8.6	0	3.87	0	8.3	17.6	5.7031	60	19.2	26.3	13	30
19.61	28.21	7	0	3.22	0	6.5	17.6	7.7617	60	17.1	27	14.9	30
20	24.55	6.5	0	1.25	0	5.6	17.6	9.5059	60	14.3	28.5	16.7	30
20	21.06	6.5	0	0.09	0	6.5	17.5	11.25	60	10.8	29.2	18.4	30
20	17.75	6.8	0	0	0	7.1	17.1	11.7949	60	7.3	29.2	20	30
20	14.31	5.4	0	0	0	6.9	16.6	12.3398	60	4.5	30	20	30
20	11.47	3.8	0	0	0	6.3	16.1	13.0977	60	2.4	30	20	30
19.45	8.69	4.1	0	0	0	5.2	15.8	13.8555	60	1	30	20	30
20.42	6.05	3.9	4.3	0	0	3	15.9	15.123	60	0.2	30.3	20	30
21.87	3.25	4	9.1	0	0	2.8	16.4	16.3906	60	0	30	20	30
20.97	1.05	4.3	10.7	2.01	0	3.9	16.8	17.1367	60	0	30	20	30
20.37	0.1	4.2	10.6	3.33	0	1.5	17.4	17.8828	60	0	30	20	30
22	0	2.4	10.1	4.68	0	1.6	17.9	17.8242	60	0	29.6	20	30
22	0	0.8	9.5	5.45	0	2.8	18.4	17.7656	60	0	30	20	30
22.66	0	0.4	8.9	8.28	0	1	18.9	16.7168	60	0	30	20	30
23	0	0	8.4	8.2	0	0	19.3	15.668	60	0	30	20	30
23.97	0	0	8.6	7.05	0	0	19.5	14.9219	60	0.3	30.3	20	30
25.51	0	0	11.5	8.11	0	0	19.7	14.1758	60	1.3	30	20	30
29	0	0	13.2	9	0	0	19.5	13.4297	60	3.2	30.7	20	30
29	0	0	12.1	9.43	0	0	19.2	11.8653	60	5.9	30.7	20	30
29	0	0	8.8	10	0	0	18.9	10.3008	60	9.1	31.1	20	30
30.51	0	0	4.6	10.74	0	0	18.8	8.2617	60	12.6	31.4	20	30
31	0	0	3.1	8.3	0	0	18.8	6.2227	59	16.1	31.8	20	30
30	0	0	2.6	7.06	0	0	18.9	5.4199	59	19.1	32.2	16.2	29
30	0.22	0	0.8	8	0	0	18.9	4.6172	59	21.7	32.5	11.8	27
30	1.54	0	0.1	7.26	0	0	18.9	3.1504	58	24.2	32.9	7.3	26
30.54	5.2	0	0	7.06	0	0	18.9	1.6836	58	26.7	32.9	2.9	25
31	8.85	0	0	10.06	0.4	0	19	1.3848	56	28.7	33.2	0	23
31.86	11.89	0	0	11	1.4	0	19	1.0859	55	30.8	33.6	0	22
31	14.23	0	0	12	3.1	0	19	0.72136	55	32.5	33.2	0	21
31.17	15.64	0	0	13.32	5.4	0	19.1	0.35677	55	33	33.6	0	19
32.33	16.72	0	0	15.32	7.8	0	19.2	0	53.8	32.9	33.6	0	18
33	18.02	0	0	15.53	10.3	0	19.2	0	52.7	31.7	33.6	0	17
33	19.39	0	0	15.63	12.5	0	19.3	0	51.6	29.6	33.2	0	15
33.8	21.08	1	0	18.36	14.3	0	19.3	0	50.5	26.3	33.6	1.1	14
34	22.44	2.6	0	18.06	15.5	0	19.4	0	49.3	22.3	33.6	3.4	13
35.12	21.47	4.2	0	18.59	16.7	0	19.4	0	48.2	17.8	33.6	5.7	11
36	19.17	7.4	0	15	17.8	0	19.4	0	47.1	13.1	34	7.8	10
36	15.77	10.5	0	13.75	18.9	0	19.4	0	46	8.5	33.6	9.9	9
34.82	11.9	12.4	0	10.28	20.2	0	19.5	0	44.8	4.8	34	11.9	7
33.25	7.88	14.1	0	6.8	21.4	0	19.5	0	43.7	2.2	34	13.8	6
32.09	4.77	15.3	0	6.89	22.6	0	19.6	0	42.6	0.8	33.6	15.6	5
32	1.84	16.4	0	7.05	23.5	0	19.7	0	41.5	0.2	34	17.4	3
32	0.28	18.9	0	8.2	24.1	0	19.9	0	40.3	0	33.2	19.1	2
32	0.67	21.1	0	9	24.2	0	20.3	0	39.2	0	33.2	20	1
32	2.68	22.3	0	7.96	23.9	0	20.5	0	38.1	0	32.9	20	0
32	5.26	23.3	0	7	23.3	0	20.7	0	37	0	32.9	20	0
32.85	7.85	24.2	0	9.5	22.6	0	20.5	0	35.8	0	32.5	20	0
33.01	10.43	23.3	0	9.01	21.4	0	20.2	0	34.7	0.2	32.5	20	0
34	12.87	22.1	0	11.15	19.8	0	21.2	0	33.6	0.6	31.8	20	0
33.68	15.18	20.2	0	12	17.8	0	22.1	0	32.5	1.3	32.2	20	0
32.52	17.25	18.2	0	11.54	15.5	0	22.7	0	31.3	2.7	31.8	20	0
32	19.24	15.5	0	11	13.2	1.6	23.1	0	30.2	4.3	31.1	20	0
32	20.95	12.7	4.3	9.44	10.6	3.6	23.4	2.1504	29.1	5.8	30.7	20	0
32.95	22.18	7.1	9.1	9	8	4.4	23.9	4.3008	28	7	30.3	20	0
33	22.78	2.2	10.9	10	5.6	4.9	24.4	6.7871	26.8	7.6	28.5	20	0
33	23.18	0.2	10.6	10	3.5	5.5	24.9	9.2734	25.7	8.1	26.5	20	0
33.42	23.45	0	9.9	9.59	1.7	6	25.5	9.9004	24.6	8.6	24.5	20	0
34	23.78	0	6.7	9	0.5	7.3	25.9	10.5273	23.5	9.3	22.5	20	0
34.74	24.06	0	3.3	8.28	0	9.2	26.3	13.1484	22.3	10.3	20.5	20	1
35	24.23	0	2.8	7.12	0	8.9	26.4	15.7695	21.2	11.1	18.5	20	2
35	24.14	0	1.2	7.07	0	9.8	26.2	17.151	20.1	11.8	16.5	20	3
35	24.01	0	0.1	9.78	0	9.7	25.9	18.5326	19	11.8	14.5	18.9	4
35	23.97	0	0	14.41	0	11	25.8	19.9141	17.8	11.6	12.5	14.5	4
35	23.94	0	0	15.98	0	11.3	26	21.0645	16.7	11.1	11.7	10	5
35	23.91	0	0	15	0	10.8	26.4	22.2148	15.6	10.3	12.4	5.6	6
35.84	23.86	0	0	15	0	10.1	27	22.3379	14.5	9.5	12.4	1.1	7
37.99	24	0	0	16.96	0	11.5	27.5	22.4609	13.3	8.6	12.8	0	8
38	24.31	0	0	16	0	11.3	27.7	21.4511	12.2	7.8	13.5	0	9
37.69	24.46	0	0	15.7	0	12.1	27.2	20.4414	11.1	7.4	13.9	0	9
38.41	24.75	0	0	13.64	0	11.6	26.1	18.498	10	7.5	14.6	0	10
39.37	24.97	0	0	12.61	0	11.2	24.4	16.5547	8.8	8.3	15.7	0	11
39	25.21	0	0	13	0	10.7	22.6	13.3379	7.7	9.6	16.4	0	12
39	25.3	0	0	13	0	10.2	21	10.1211	6.6	11.1	17.2	0	13
38.1	25.37	0	0	15	0	9.5	19.6	7.0508	5.5	12.3	17.5	2.1	13
39	25.38	1.3	0	15.24	0	8.8	18.5	3.9805	4.3	13.1	17.9	4.3	14
39.41	25.35	2.4	0	16	0	8.4	17.6	2.4785	3.2	13.6	17.9	6.5	15
40.57	25.22	3.6	0	16	0	8.1	16.9	0.97656	2.1	14.1	18.3	8.6	16
41.73	25.25	5.4	0	16.71	0	7.9	16.1	2.7051	0	14.1	18.3	10.7	16
42	25.42	6.7	0	17	0	8.2	15.2	4.4336	0	13.8	19.4	12.6	17
41.92	25.63	7.9	0	19	0	8.3	14.1	5.5723	0	13	20.1	14.5	18
40	25.82	9	0	18.63	0	9.1	13.2	6.7109	0	11.1	21.6	16.3	19
40	25.68	10	0	17	0	9.6	12.9	6.5898	0	9.3	22.3	18.1	19
39.49	25.65	10.7	0	17	0	9.2	13.1	6.4688	0	7.9	23.4	19.8	20
37.66	25.59	11.5	0	18.32	0	9.1	13.8	6.3477	0	6.6	24.5	20	21
37	25.54	11.8	0	21.45	0	9.6	14.6	5.2617	0	5.8	25.6	20	21
36.01	25.67	12.5	0	21.03	0	10.6	15.5	4.1758	0	5.8	25.6	20	22
34.86	25.7	12.9	0	20.87	0	11	16	3.3535	0	6.1	25.6	20	23
33.7	25.66	13.7	0	20	0	11.5	16.4	2.5313	0	7	24.5	20	23
32.54	25.62	14.1	0	21.33	0	10.8	16.6	3.4199	0	8.3	23.4	20	24
29.54	25.58	14.5	0	23.6	0	10.4	16.8	4.3086	0	10.3	21.9	20	25
26.46	25.58	14.8	0	21.72	0	9.7	16.9	6.1074	0	12.5	21.6	20	25
22.28	25.58	15	0	23.75	0	8.7	17	7.9063	0	14.3	21.2	20	26
19.91	25.53	15.3	0	23.85	0.8	4.8	17.1	8.5573	0	16.2	21.6	20	27
18.76	25.51	15.5	0	22.23	2.4	3.6	17.1	9.2083	0	17.8	21.6	20	27
17.6	25.41	15.7	0	23.78	4.9	0.6	17	9.8594	0	19.3	21.9	20	28
16.44	25.31	15.7	0	25.55	7.4	0	16.8	9.0996	0	20.7	23	20	29
14.57	25.21	15.2	0	24.59	10.1	0	16.4	8.3398	0	21.7	23.4	20	29
13.13	25.07	15.6	4.3	24.86	12.2	0	15.6	7.7949	0	22.6	24.5	20	30
11.97	24.89	15.5	9.1	26.04	13.6	0	14.6	7.25	0	23.2	25.6	20	30
10.81	24.44	15.6	13.2	27.65	14.1	0	13.2	5.7129	1.9	23.5	26.7	20	31
9.31	23.27	15.4	13.8	26	14.2	0	11.5	4.1758	5.7	23.7	27.8	20	31
7.5	20.81	14.7	13.4	26	14	0	9.6	2.3555	9	23.7	28.9	17.1	32
6.34	17.79	15.2	12.5	26	13.7	0	7.5	0.53516	12	23.7	29.6	12.7	33
4.37	14.56	15.3	13.7	23.58	13.4	0	5.3	0.26758	14	23.7	30	8.2	33
3.03	11.63	15.3	15.2	23	13	0	3.2	0	16.9	23.7	30.3	3.8	34
1.87	8.63	15.3	15.2	24.12	12.5	0	1.7	0	18.7	23.8	29.6	0	34
0.71	5.17	15.3	14.3	24.17	11.7	0	0.8	0	19.1	23.8	29.6	0	35
0	2.32	15.3	13.8	22	10.9	0	0.6	0	20.4	23.7	29.6	0	35
0	0.88	15.2	14.5	22.59	10	0	0.7	0	22	23.5	29.6	0	35
0	0.18	15.3	17.1	23.75	8.8	0	1.1	0	23.9	23.2	30	0	35
0	0	15.4	19.4	24	7.3	0	1.9	0.74609	24.8	22.8	30	0	35
0	0	15.1	19.4	23	5.5	1.1	3	1.8672	25.4	22.5	30.3	0	35
0	0	15.5	18.9	23.22	3.7	2.3	4	2.9883	25.5	22.2	30.3	0.7	35
0	0	16	18.3	23.62	2.1	3.7	4.8	1.9727	24.8	21.7	30.3	3	35
0	0	16.4	19.8	21.93	0.9	4.4	5.3	3.3223	21.9	21.2	30.3	5.2	35
0	0	17	19.8	19.61	0.2	5.7	6	4.6719	18.9	20.5	30.7	7.4	35
0	0	16.8	19.3	19	0	7.3	7	6.2031	16.1	19.2	30.3	9.5	35
0	0	17.4	18.5	20.01	0	7.3	8.4	7.7344	14.1	17.2	31.1	11.5	35
0	0	17.9	17.7	21	0	7.2	9.7	7.9043	11	14.6	30.7	13.4	35
0	0	16.8	16.3	20.68	0	7.3	11	8.0742	6.6	11.6	30.7	15.3	35
0	0	15.4	13	20.48	0	7.4	12.3	7.7695	3	8.3	30.7	17	35
0	0	13.6	9.9	21	0	7.5	13.6	7.4648	0	5.3	31.1	18.8	35
0	0.13	11.2	6.5	21	0	8.6	14.6	7.7357	0	3	31.1	20	35
0	0.98	8.3	3.3	21.95	0	10.4	15.1	8.0065	0	1.3	31.1	20	35
0	3.09	4.9	2.8	22	0	11.1	15.1	8.2773	0	0.4	31.1	20	35
0	5.66	1.6	2.3	21.73	0	13.1	14.6	10.6445	0	0.1	31.1	20	35
0	8.35	0.1	0.2	20.57	0	14.4	14	10.8607	0	0	30.7	20	35
0	10.93	0	0	18.83	0	15.3	13.4	11.0768	0	0	30.3	20	35
0	13.38	0	0	16.52	0.3	15	13	11.293	0	0	29.6	20	35
0	15.09	0	0	13.3	0.9	14.4	12.7	10.4863	0	0	29.2	20	35
0	15.82	0	0	12.11	2.1	14.2	12.7	9.6797	0	0	28.9	20	35
0	16.56	0	0	13.36	4	13.6	13	9.2598	0	0	27.4	20	35
0	17.45	0	0	11	6.3	12.4	13.8	8.8398	1.9	0	25.6	20	35
0	18.41	0	0	9.94	8.8	11.8	14.8	8.3262	4.7	0	23.6	20	35
0	19.32	0	0	8.31	11	11.3	16	7.8125	7.6	0	21.6	20	35
0	20.2	0	0	8.84	12.8	11	17.3	6.8438	10.2	0	19.6	20	35
0	20.85	0	0	7	14.1	10.6	18.4	5.875	10.5	0	17.6	20	35
0	21.1	0	0	7	15.2	10.4	19.2	4.7266	12.3	0	16.8	20	35
0	21.27	0	0	7.32	16.3	12.9	19.9	3.5781	13.7	0	16.1	20	35
0	21.18	0	0	8.95	17.4	14.7	20.7	4.5898	15.2	0	15	20	35
2.36	21.05	0	0	10.63	18.6	15.6	21.5	5.6016	16.1	0	12.8	20	35
3.94	21.09	0	0	9.43	20	16.9	22.4	6.6055	17.8	0	10.8	15.3	35
5.31	21.39	0	0	9.94	21.3	19	23	7.6094	19.2	0	8.8	10.9	35
8.26	21.69	0	0	11.1	22.6	20.4	23.2	7.4453	20.3	0	6.8	6.5	35
9.42	21.79	0	0	12	23.7	21	23.1	7.2813	21.5	0	5.8	2	35
11.15	21.65	0	0	12.42	24.4	21.3	23	7.1172	22.9	0	5.5	0	35
12.73	21.65	0.3	0	13	24.4	22.1	22.7	7.1133	24.3	0	5.5	0	35
14.78	21.9	0.6	0	13.73	23.8	22.6	22.5	7.1094	25.1	0	5.8	0	35
16.05	22.23	2.8	0	14	22.3	23.4	22.3	6.3438	26	0	6.2	0	35
17.41	22.59	4.9	0	14.19	19.8	24.1	22.1	5.5781	27.8	0	5.8	0	35
19.72	22.94	7.1	0	17.8	16.9	24.4	22	6.4434	27.6	0	6.2	0	35
21.52	23.42	11.7	0	17	13.5	23.9	22	7.3086	28.8	0	6.2	0	35
23.35	23.75	13.4	0	16.48	10	22.8	21.9	7.3906	29.6	0	5.5	0	35
24.83	24.02	14.9	0	16	6.7	21.7	21.8	7.4727	29.8	0	5.5	0	35
25.99	24.17	17.7	0	16.83	4.1	20.5	21.7	4.4199	29.6	0	5.5	0	35
27.15	24.36	20.1	0	17	2.1	19.5	21.5	1.3672	27.7	0	5.8	0	35
28.31	24.42	20.6	0	16.85	0.8	18.1	21.4	0.91146	24.2	0	5.1	0	35
29.46	24.39	20.9	0	15.69	0.1	17.3	21.2	0.45573	20.7	0	4.7	0	35
30.62	24.27	21.4	0	15	0	16	20.9	0	17	0	4.4	0	35
31.78	23.93	23.5	0	14.38	0	12.8	20.5	0	14	0	3.7	0	35
32.94	23.5	24	0	13.22	0	11.1	20.1	0	11.1	0	2.9	0	35
34.18	22.84	24.3	0	13.94	0	11.3	19.6	0	8.5	0	2.2	0	35
36.25	22.15	23.9	0	12.09	0	11.2	19.1	0	5.9	0	1.5	0	35
37.41	21.59	23.5	0	13.25	0	11	18.6	0	3.4	0	1.8	0	35
38.56	20.98	22	0	13.59	0	11.1	18	0	2.6	0	2.6		35
39.72	19.71	19.4	0	13	0	11.8	17.2	0	2.2	0	3.7		35
40	16.83	17.1	0	12.28	0	11.7	16.1	0	0	0	4.4		35
40	12.46	14.7	0	12	0	11.5	14.8	0	0	0	3.7		35
40	8.45	10.1	0	13	0	11.3	13.3	0	0	0	3.7		35
40	4.85	6.4	0	13.19	0	10.7	12.1	0	0	0	1.5		35
40	1.82	4.7	0	14.35	0.6	8.2	11.2	0	0	0	0.7		35
40	0.51	3.3	0	15.51	1.9	2.4	10.7	0	0	0.4	2.6		35
40.82	0	2.2	4.3	18	3.7	0.6	10.4	0	0	1.2	2.9		35
41	0	1.1	9.1	19	5.8	0.1	10.1	0	0	2.5	2.9		35
41	0	0.1	10.9	19	8.1	0	9.8	0	0	4	2.9		35
41.3	0	0	10.8	20.14	10.1	0	9.6	0	0	5.5	2.6		35
42	0	0	10.3	20.7	11.6	0	9.2	0	0	6.5	2.2		35
42	0	0	9.7	20	12.5	0	8.7	0	2.3	7.1	2.2		35
42	0	0	9.2	20.61	13.1	0	8	0.63086	5.5	8	1.8		35
42.93	0	0	9.4	22.54	13.3	0	7.1	1.2617	8.6	9	1.5		35
43	0	0	11.2	24.85	13.3	0	6.1	3.0332	10.9	9.8	1.5		35
43	0	0	12.8	23.08	13.2	0	5.1	4.8047	12.6	10.8	1.5		35
43	0	0	12.5	24	13.1	0	0	5.3867	14.1	12.1	1.5		35
43.56	0	0	8.3	24.8	13.1	0	0	5.9688	16.2	13.1	1.5		35
44.71	0.1	0	4.6	26	13.4	0	0	6.873	18.1	13.8	1.1		35
45	0.69	0	3.1	26	13.9	0	0	7.7773	19.5	14.5	0.4		35
44.97	3.05	0	2.5	24.26	14.8	0	0	8.5625	20.4	15.1	0.4		35
44.18	4.99	0	0.8	24.06	16	0	0	9.3477	22.3	15.8	0.4		35
44.66	7.09	0	0.1	26	17.3	2.4	0	9.9512	23.9	16.6	0.4		35
44	8.45	0	0	26	18.7	4.3	0	10.5547	25.2	17.5	0.4		35
44	7.24	0	0	25.5	20.2	5.2	0	10.1484	26.6	18.6	0		35
44.81	5.6	0	0	25.66	21.4	5.9	0	9.7422	28	19.7	0		35
45	4.43	0	0	26	22.3	6.5	0	9.724	28.7	20.3	0		34
45	3.2	0	0	28.92	22.8	7.5	0	9.7057	30	20.2	0		32
45	1.72	0	0	30	22.7	8.3	0	9.6875	31	19.2	0		31
45.44	0.49	1.7	0	29.43	21.9	10.2	0	9.4746	31.7	17.1	0		30
46	0.15	4	0	26.22	20.5	11	0	9.2617	32.8	14.1	0		28
46	0	5.9	0	23.4	18.8	10.7		9.6914	33.1	10.8	0		27
46.92	0	7.3	0	23	17	11		10.1211	33.5	7.5	0		26
47	0	7.7	0	22.08	15.3	10.2		10.3438	34	4.5	0		24
47	0	8.1	0	23	13.9	9.5		10.5664	34.3	2.2	0		23
47	0	8.8	0	22.77	13	8.2		10.7207	34.5	0.8	0		22
47	0	9.5	0	21.61	12.5	4.1		10.875	34.6	0.2	0		20
47	0	11.2	0	21	12.5	2		10.9805	34.3	0	0		19
47	0	11.3	0	20.3	12.8	0.6		11.0859	33.9	0	0		18
47.04	0	11.5	0	20.86	13.6	1.6		10.8262	33.7	0	0		16
49	0	10.9	0	22	14.6	2.1		10.5664	32.9	0.1	0		15
49.33	0	10.4	0	21.82	16	2		9.8333	32.1	0.6	0		14
49.51	0	11	0	21	17.6	1.6		9.1003	31.4	1.7	0		12
49	0.23	11.5	0	21	19.3	0		8.3672	30.4	3.5	0		11
49	0.54	11.9	0	21.65	21.1	0		8.0156	29.3	5.6	0		10
49	1.76	12.5	0	22	22.8	1.3		7.6641	28.8	8.1	0		8
49	4.18	12.3	0	18.15	24.4	1.8		5.8301	27.7	10.6	0		7
48.72	7.07	11.5	0	18	25.7	4.1		3.9961	25.7	13	0		6
48.87	9.64	11.3	0	17.72	26.4	5.1		3.7578	23.8	15.1	0		4
50	12.1	11.5	0	17.87	26.2	4.8		3.5195	22.8	17	0		3
50	14.59	11.9	0	19.59	24.8	4.9		4.1504	22.2	18.7	0		2
50	16.8	11.2		20	22.2	4.8		4.7813	21.2	20.2	0		0
50	18.71	11		18.18	18.5	4.6		5.0371	20.1	21.8	0		0
49.78	20.45	11.1		13.8	14.1	3.5		5.293	17.7	23.2	0		0
49	22.03	11.8		10.78	9.7	1.6		4.8711	15.5	24.7	0		0
49	23.45	12.7		10.38	5.9	0		4.4492	13.5	26.1	0		0
49.69	24.75	13.1		11	2.9	0		4.2383	9.9	27.5	0		0
50	25.97	12.4		10.31	1.1	0		4.0273	6.9	28.6	0		0
50	27.01	9.7		10.85	0.2	0		4.1927	3.5	29.7	0		0
50	28.09	6.2		7.01	0	0		4.3581	0	30.3	0		0
49.68	29.16	3.5		8.17	0	0		4.5234	0	30.6	0		0
49	30.21	1.1		8.68	0	0		3.3301	0	30.1	0		0
49	31.26	0.3		7.04	0	0		2.1367	0	28.7	0		0
48.2	32.15	0		7.28	0	0		2.75	0	26.7	0		0
48	33.05	0		6.41	0	0		3.3633	0	24	0		0
48	33.82	0		7.91	0	0		5.3555	0	20.7	0		0
48.27	34.61	0		10.11	0	0		7.3477	0	16.8	0		1
49	35.42	0		11	0.3	1.4		9.4336	0	13	0		2
49.58	36.09	0		11	0.9	1.6		11.5195	0	9.1	0		3
50	36.8	0		12.17	2.1	2.1		11.7168	0	5.5	0		4
50	37.38	0		13.74	4	2.5		11.9141	0	2.9	0		4
50	38.05	0		14	6.5	3.5		11.3848	2.8	1.2	0		5
50	38.68	0		16	9.1	6.2		10.8555	6	0.3	0		6
50	39.34	0		15.57	11.3	10		10.388	8.9	0	0		7
50	39.86	0		14	12.9	10.5		9.9206	10.8	0.2	0		8
50	40.41	0		14.53	13.9	12.4		9.4531	12	0.6	0		9
50	40.63	0		17.06	14.7	13.6		9.2051	13.4	1.5	0		9
