	HD-UDDS	OCTA	Manhattan	NYBC	NYCC	WMATA	Paris	ETC-Urban	SF	KCMC	Beeline	CSHVC	CBD (SAE)	WVU-5PEAK	Custom Input
16574															14.85462656
16575															12.48565344
16576															11.05844422
16577															9.310841094
16578															8.223443594
16579															7.22342625
16580															5.922432812
16581															4.252500938
16582															2.524315625
16583															1.116524219
16584															0.145633594
16585															0.048544531
16586															2.242757344
16587															5.330189531
16588															7.708871563
16589															9.699197344
16590															11.35942031
16591															13.2041125
16592															15.62163016
16593															18.15565469
16594															20.46637438
16595															22.32077547
16596															24.01012516
16597															25.66063922
16598															27.19464641
16599															28.49563984
16600															29.61216406
16601															30.53451016
16602															31.32093156
16603															31.98113719
16604															32.621925
16605															33.26271281
16606															33.19475047
16607															33.06853469
16608															32.91319219
16609															32.90348328
16610															33.02969906
16611															33.22387719
16612															33.55398
16613															33.94233625
16614															34.53457953
16615															34.89380906
16616															35.18507625
16617															35.55401469
16618															35.91324422
16619															36.52490531
16620															37.17540203
16621															37.06860406
16622															36.90355266
16623															36.66083
16624															36.40839844
16625															36.00062438
16626															35.49576125
16627															34.98118922
16628															34.69963094
16629															34.3306925
16630															33.94233625
16631															33.77728484
16632															33.81612047
16633															33.51514438
16634															33.26271281
16635															32.85493875
16636															32.43745578
16637															31.63161656
16638															30.42771219
16639															28.84516047
16640															27.64125609
16641															26.48589625
16642															26.01015984
16643															25.91307078
16644															25.67034813
16645															25.95190641
16646															26.44706063
16647															26.99075938
16648															27.61212938
16649															28.16553703
16650															28.4276775
16651															28.72865359
16652															28.14611922
16653															27.88397875
16654															27.71892734
16655															27.51504031
16656															26.81599906
16657															25.85481734
16658															23.93245391
16659															21.62173422
16660															19.85471328
16661															18.40808625
16662															16.38863375
16663															13.42741734
16664															10.92251953
16665															7.747707188
16666															4.689401719
16667															1.368955781
16668															0.135924688
16669															0.0
16670															0.019417813
16671															1.24274
16672															2.446644375
16673															4.029196094
16674															5.320480625
16675															6.330206875
16676															8.572964219
16677															11.42738266
16678															14.10704078
16679															16.05853094
16680															17.58282922
16681															18.61197328
16682															19.88384
16683															21.17512453
16684															22.31106656
16685															23.41788188
16686															24.3887725
16687															25.37908094
16688															26.00045094
16689															26.29171813
16690															26.77716344
16691															27.41795125
16692															28.13641031
16693															28.7383625
16694															28.62185563
16695															27.8063075
16696															26.68978328
16697															25.37908094
16698															23.21399484
16699															20.51491891
16700															18.08769234
16701															15.69930141
16702															13.02935219
16703															10.39823859
16704															8.029265469
16705															5.970977344
16706															3.02917875
16707															0.912637188
16708															0.097089062
16709															0.0
16710															0.0
16711															0.0
16712															0.0
16713															0.0
16714															0.0
16715															0.0
16716															0.0
16717															0.0
16718															0.0
16719															0.0
16720															0.0
16721															0.0
16722															0.0
16723															0.0
16724															0.0
16725															0.0
16726															0.0
16727															0.0
16728															0.0
16729															0.0
16730															0.0
16731															0.0
16732															0.0
16733															0.0
16734															0.0
16735															0.0
16736															0.0
16737															1.825274375
16738															4.767072969
16739															7.242844063
16740															9.24287875
16741															10.91281062
16742															12.69924937
16743															15.08764031
16744															17.82555188
16745															20.194525
16746															21.96154594
16747															24.03925187
16748															25.80627281
16749															27.41795125
16750															28.63156453
16751															30.06848266
16752															31.47627406
16753															32.70930516
16754															33.38892859
16755															33.57339781
16756															33.59281563
16757															33.44718203
16758															33.45689094
16759															33.15591484
16760															32.51512703
16761															31.52481859
16762															30.12673609
16763															28.68010906
16764															26.59269422
16765															23.80623813
16766															20.38870313
16767															17.43719563
16768															14.83520875
16769															14.21383875
16770															15.05851359
16771															17.15563734
16772															19.62169953
16773															21.69940547
16774															23.64118672
16775															24.74800203
16776															24.6994575
16777															23.70914906
16778															22.47611797
16779															21.37901156
16780															20.05860031
16781															17.30127094
16782															14.50510594
16783															11.79632109
16784															8.903067031
16785															7.019539219
16786															4.563185938
16787															2.475771094
16788															2.922380781
16789															3.359281563
16790															3.902980313
16791															5.427278594
16792															8.417621719
16793															11.09727984
16794															13.38858172
16795															16.08765766
16796															18.40808625
16797															20.54404563
16798															22.46640906
16799															24.30139234
16800															26.02957766
16801															26.67036547
16802															26.93250594
16803															27.51504031
16804															27.59271156
16805															25.33053641
16806															23.26253938
16807															20.86443953
16808															17.64108266
16809															16.88378797
16810															17.91293203
16811															19.91296672
16812															21.65086094
16813															23.77711141
16814															25.74801938
16815															27.50533141
16816															28.99079406
16817															30.26266078
16818															30.76752391
16819															30.82577734
16820															30.81606844
16821															31.25296922
16822															31.71899672
16823															32.48600031
16824															33.67048688
16825															34.98118922
16826															35.97149766
16827															36.18509359
16828															36.28218266
16829															36.17538469
16830															36.16567578
16831															35.36954547
16832															34.28214797
16833															33.14620594
16834															31.94230156
16835															29.66070859
16836															26.63152984
16837															22.81592969
16838															18.63139109
16839															14.92258891
16840															11.01960859
16841															7.873922969
16842															4.184538594
16843															0.970890625
16844															0.126215781
16845															0.0
16846															0.0
16847															0.0
16848															0.0
16849															0.0
16850															0.0
16851															0.0
16852															0.0
16853															0.0
16854															1.582551719
16855															3.776764531
16856															4.320463281
16857															3.757346719
16858															3.767055625
16859															3.8835625
16860															3.611713125
16861															3.737928906
16862															3.8835625
16863															4.34959
16864															5.98068625
16865															8.990447188
16866															10.99048188
16867															10.93222844
16868															8.31082375
16869															5.737963594
16870															2.456353281
16871															0.184469219
16872															0.0
16873															0.0
16874															0.0
16875															0.834965937
16876															2.796165
16877															5.893306094
16878															8.602090938
16879															10.68950578
16880															12.18467734
16881															14.51481484
16882															16.89349688
16883															19.23334328
16884															21.46639172
16885															23.4567175
16886															25.14606719
16887															26.72861891
16888															28.14611922
16889															29.36944141
16890															30.51509234
16891															31.28209594
16892															31.58307203
16893															31.60248984
16894															31.32093156
16895															31.15588016
16896															31.17529797
16897															31.46656516
16898															31.77725016
16899															31.98113719
16900															32.23356875
16901															32.85493875
16902															32.97144563
16903															32.19473313
16904															30.62189031
16905															28.46651313
16906															26.04899547
16907															22.680005
16908															18.75760688
16909															15.24298281
16910															11.78661219
16911															8.252570313
16912															4.844744219
16913															1.213613281
16914															0.058253438
16915															0.0
16916															1.029144063
16917															3.49520625
16918															6.650600781
16919															8.883649219
16920															10.61183453
16921															12.18467734
16922															14.73811969
16923															17.39836
16924															19.89354891
16925															21.87416578
16926															23.68973125
16927															25.45675219
16928															27.11697516
16929															28.37913297
16930															29.94226687
16931															31.47627406
16932															32.19473313
16933															31.45685625
16934															29.01992078
16935															25.95190641
16936															23.16545031
16937															19.70907969
16938															16.56339406
16939															12.87400969
16940															9.058409531
16941															6.437004844
16942															2.864127344
16943															0.495154219
16944															0.019417813
16945															0.0
16946															0.0
16947															0.0
16948															0.0
16949															0.0
16950															0.0
16951															0.0
16952															0.0
16953															0.0
16954															0.0
16955															0.0
16956															0.0
16957															0.0
16958															0.0
16959															0.0
16960															0.708750156
16961															3.203939063
16962															5.903015
16963															8.475875156
16964															10.48561875
16965															12.00020813
16966															14.56335938
16967															16.87407906
16968															19.53431938
16969															21.49551844
16970															23.16545031
16971															24.91305344
16972															26.71891
16973															28.39855078
16974															29.50536609
16975															31.02966438
16976															31.09762672
16977															30.34033203
16978															28.72865359
16979															27.08784844
16980															24.36935469
16981															20.31103187
16982															16.56339406
16983															13.06818781
16984															9.262296563
16985															5.699127969
16986															1.980616875
16987															0.330102813
16988															0.019417813
16989															0.019417813
16990															0.0
16991															0.0
16992															0.0
16993															1.78643875
16994															4.242792031
16995															6.126319844
16996															8.534128594
16997															11.36912922
16998															14.07791406
16999															16.11678437
17000															17.75758953
17001															19.45664813
17002															21.11687109
17003															22.78680297
17004															24.44702594
17005															26.03928656
17006															27.54416703
17007															29.06846531
17008															30.27236969
17009															31.20442469
17010															32.05880844
17011															32.86464766
17012															33.73844922
17013															34.56370625
17014															35.31129203
17015															35.93266203
17016															36.35985391
17017															36.17538469
17018															35.94237094
17019															35.65110375
17020															35.15594953
17021															33.91320953
17022															32.14618859
17023															29.0490475
17024															25.56355016
17025															21.79649453
17026															18.46633969
17027															18.16536359
17028															19.4178125
17029															20.86443953
17030															22.34019328
17031															23.88390937
17032															25.70918375
17033															27.30144438
17034															28.67040016
17035															30.02964703
17036															31.0685
17037															31.93259266
17038															32.79668531
17039															33.65106906
17040															34.56370625
17041															35.47634344
17042															36.35985391
17043															37.21423766
17044															38.08803922
17045															38.75795375
17046															39.44728609
17047															39.48612172
17048															38.95213188
17049															38.00065906
17050															36.98122391
17051															35.32100094
17052															32.86464766
17053															29.66070859
17054															26.37909828
17055															22.62175156
17056															18.08769234
17057															13.15556797
17058															8.116645625
17059															4.27191875
17060															1.271866719
17061															0.067962344
17062															0.0
17063															0.0
17064															0.0
17065															0.0
17066															0.0
17067															0.0
17068															0.0
17069															0.0
17070															0.0
17071															0.0
17072															0.0
17073															0.0
17074															0.0
17075															0.0
17076															0.009708906
17077															1.038852969
17078															2.524315625
17079															4.233083125
17080															6.75739875
17081															9.048700625
17082															11.03902641
17083															12.35943766
17084															14.42743469
17085															16.97116813
17086															19.49548375
17087															21.55377188
17088															23.50526203
17089															25.20432062
17090															26.77716344
17091															27.99077672
17092															28.99079406
17093															28.59272891
17094															27.34028
17095															26.08783109
17096															24.18488547
17097															21.34017594
17098															18.52459313
17099															16.03911313
17100															12.65070484
17101															9.281714375
17102															7.281679688
17103															4.097158438
17104															0.747585781
17105															0.029126719
17106															0.0
17107															0.0
17108															0.417482969
17109															2.184503906
17110															5.145720313
17111															7.980720938
17112															10.22347828
17113															11.81573891
17114															14.37889016
17115															17.21389078
17116															19.81587766
17117															22.26252203
17118															24.16546766
17119															25.51500563
17120															27.00046828
17121															28.7383625
17122															30.42771219
17123															32.24327766
17124															33.52485328
17125															34.26273016
17126															34.66079531
17127															35.25303859
17128															35.82586406
17129															36.33072719
17130															36.1948025
17131															36.21422031
17132															36.00062438
17133															35.84528188
17134															35.31129203
17135															34.65108641
17136															33.87437391
17137															32.38891125
17138															31.00053766
17139															29.70925313
17140															29.28206125
17141															29.57332844
17142															30.94228422
17143															32.19473313
17144															33.42776422
17145															34.19476781
17146															34.98118922
17147															35.83557297
17148															36.66083
17149															37.38899797
17150															38.18512828
17151															37.88415219
17152															36.31130938
17153															33.55398
17154															30.61218141
17155															28.19466375
17156															24.97130688
17157															20.39841203
17158															16.79640781
17159															12.77692062
17160															9.077827344
17161															6.116610938
17162															2.650531406
17163															0.213595938
17164															0.009708906
17165															0.0
17166															0.0
17167															0.0
17168															0.0
17169															0.844674844
17170															3.068014375
17171															6.174864375
17172															8.660344375
17173															10.55358109
17174															12.18467734
17175															13.67984891
17176															15.54395891
17177															17.37894219
17178															19.14596312
17179															20.815895
17180															22.20426859
17181															23.50526203
17182															24.95188906
17183															25.97132422
17184															25.20432062
17185															23.11690578
17186															19.03916516
17187															15.13618484
17188															10.92251953
17189															7.640909219
17190															3.718511094
17191															0.941763906
17192															0.048544531
17193															0.019417813
17194															0.0
17195															0.0
17196															0.0
17197															0.0
17198															1.660222969
17199															4.456387969
17200															7.398186562
17201															9.611817188
17202															11.34971141
17203															13.31091047
17204															16.07794875
17205															18.75760688
17206															21.01978203
17207															23.03923453
17208															24.77712875
17209															26.28200922
17210															27.66067391
17211															29.14613656
17212															30.20440734
17213															30.85490406
17214															31.42772953
17215															32.19473313
17216															33.25300391
17217															34.19476781
17218															35.11711391
17219															35.86469969
17220															36.39868953
17221															36.971515
17222															37.39870688
17223															37.86473438
17224															38.38901531
17225															38.76766266
17226															38.835625
17227															38.85504281
17228															38.80649828
17229															38.214255
17230															38.39872422
17231															37.97153234
17232															37.72880969
17233															37.18511094
17234															36.54432313
17235															35.95207984
17236															34.02971641
17237															31.54423641
17238															29.21409891
17239															26.47618734
17240															23.57322438
17241															19.88384
17242															16.79640781
17243															13.75752016
17244															10.62154344
17245															8.194316875
17246															6.60205625
17247															4.388425625
17248															2.029161406
17249															0.242722656
17250															0.038835625
17251															0.0
17252															0.0
17253															0.0
17254															0.0
17255															0.0
17256															0.0
17257															0.0
17258															0.0
17259															0.0
17260															0.0
17261															0.0
17262															0.0
17263															0.0
17264															0.0
17265															0.0
17266															0.0
17267															0.0
17268															0.0
17269															0.0
17270															0.0
17271															0.0
17272															0.0
17273															0.0
17274															0.69904125
17275															3.252483594
17276															6.310789063
17277															8.524419688
17278															10.53416328
17279															12.01962594
17280															14.46627031
17281															17.07796609
17282															19.56344609
17283															21.5926075
17284															23.44700859
17285															25.19461172
17286															26.80629016
17287															28.15582813
17288															29.62187297
17289															31.16558906
17290															32.73843187
17291															34.17535
17292															35.31129203
17293															36.18509359
17294															36.68024781
17295															37.17540203
17296															37.60259391
17297															37.99095016
17298															38.47639547
17299															38.55406672
17300															38.25309063
17301															37.97153234
17302															37.72880969
17303															37.65113844
17304															37.44725141
17305															36.99093281
17306															35.5734325
17307															35.107405
17308															34.54428844
17309															34.06855203
17310															34.24331234
17311															34.80642891
17312															35.5734325
17313															36.22392922
17314															36.07829562
17315															36.65112109
17316															36.65112109
17317															36.27247375
17318															35.48605234
17319															34.53457953
17320															33.65106906
17321															32.78697641
17322															31.91317484
17323															31.04908219
17324															29.18497219
17325															27.09755734
17326															25.03926922
17327															22.95185438
17328															20.17510719
17329															17.48574016
17330															14.49539703
17331															11.09727984
17332															8.980738281
17333															10.10697141
17334															12.60216031
17335															15.47599656
17336															16.72844547
17337															16.06823984
17338															14.20412984
17339															12.01962594
17340															9.572981562
17341															7.543820156
17342															4.242792031
17343															0.922346094
17344															0.097089062
17345															0.0
17346															0.0
17347															0.0
17348															0.0
17349															0.0
17350															0.0
17351															0.0
17352															0.0
17353															0.0
17354															0.0
17355															0.0
17356															0.0
17357															0.0
17358															0.0
17359															0.0
17360															0.0
17361															0.0
17362															0.0
17363															0.0
17364															0.0
17365															0.0
17366															0.0
17367															0.0
17368															0.0
17369															0.0
17370															0.0
17371															0.0
17372															0.0
17373															0.0
17374															0.0
17375															0.0
17376															0.0
17377															0.0
17378															0.0
17379															0.0
17380															0.0
17381															0.0
17382															0.0
17383															0.0
17384															0.0
17385															0.0
17386															0.0
17387															0.0
17388															0.0
17389															0.0
17390															0.0
17391															0.0
17392															0.0
17393															0.0
17394															0.0
17395															0.0
17396															0.0
17397															0.0
17398															0.0
17399															0.0
17400															0.0
17401															0.0
17402															0.0
17403															0.0
17404															0.0
17405															0.0
17406															0.0
17407															0.0
17408															0.0
17409															0.0
17410															0.0
17411															0.0
17412															0.0
17413															0.0
17414															0.0
17415															0.0
17416															0.0
17417															0.0
17418															0.0
17419															0.0
17420															0.0
17421															0.0
17422															0.0
17423															0.0
17424															0.0
17425															0.0
17426															0.0
17427															0.0
17428															0.0
17429															0.0
17430															0.0
17431															0.0
17432															0.242722656
17433															2.126250469
17434															4.990377813
17435															7.592364688
17436															9.660361719
17437															11.43709156
17438															13.359455
17439															15.88377062
17440															18.43721297
17441															20.69938813
17442															22.59262484
17443															24.3887725
17444															26.12666672
17445															27.79659859
17446															29.12671875
17447															30.48596563
17448															31.68016109
17449															32.68988734
17450															33.47630875
17451															34.13651438
17452															34.40836375
17453															34.50545281
17454															34.38894594
17455															34.29185688
17456															34.38894594
17457															34.47632609
17458															34.45690828
17459															34.56370625
17460															34.74817547
17461															34.84526453
17462															35.01031594
17463															35.35012766
17464															35.78702844
17465															36.06858672
17466															36.15596688
17467															36.25305594
17468															35.86469969
17469															35.60255922
17470															35.15594953
17471															35.01031594
17472															34.88410016
17473															34.82584672
17474															34.83555563
17475															34.94235359
17476															34.79672
17477															34.06855203
17478															32.98115453
17479															31.79666797
17480															30.37916766
17481															28.76748922
17482															27.45678688
17483															26.08783109
17484															23.68973125
17485															20.84502172
17486															18.30128828
17487															15.99056859
17488															13.63130438
17489															11.42738266
17490															9.388512344
17491															8.378786094
17492															8.009847656
17493															7.893340781
17494															7.126337188
17495															6.019521875
17496															4.436970156
17497															2.893254063
17498															1.699058594
17499															0.737876875
17500															1.388373594
17501															3.301028125
17502															5.407860781
17503															7.087501563
17504															9.534145938
17505															11.15553328
17506															11.495345
17507															10.53416328
17508															9.689488438
17509															9.233169844
17510															9.310841094
17511															9.349676719
17512															9.213752031
17513															8.961320469
17514															8.825395781
17515															8.572964219
17516															7.9224675
17517															6.242826719
17518															3.815600156
17519															1.106815313
17520															0.048544531
17521															0.0
17522															0.0
17523															0.0
17524															0.0
17525															0.0
17526															0.0
17527															0.0
17528															0.0
17529															0.0
17530															0.0
17531															0.0
17532															0.0
17533															0.0
17534															0.0
17535															0.0
17536															0.0
17537															0.0
17538															0.0
17539															0.0
17540															0.0
17541															0.0
17542															0.0
17543															0.0
17544															0.0
17545															0.0
17546															0.0
17547															0.0
17548															0.0
17549															0.0
17550															0.0
17551															0.0
17552															0.0
17553															0.0
17554															0.0
17555															0.0
17556															0.0
17557															0.0
17558															0.0
17559															0.0
17560															0.0
17561															1.067979688
17562															3.398117188
17563															6.242826719
17564															8.475875156
17565															10.51474547
17566															12.12642391
17567															14.59248609
17568															16.47601391
17569															16.73815438
17570															15.88377062
17571															13.57305094
17572															12.02933484
17573															10.03900906
17574															8.844813594
17575															8.718597813
17576															9.097245156
17577															10.59241672
17578															13.76722906
17579															16.6216475
17580															18.69935344
17581															20.91298406
17582															22.96156328
17583															24.34993687
17584															24.16546766
17585															22.80622078
17586															19.85471328
17587															17.42748672
17588															14.01966063
17589															12.40798219
17590															12.10700609
17591															12.81575625
17592															14.52452375
17593															17.34981547
17594															20.13627156
17595															22.46640906
17596															24.27226563
17597															25.61209469
17598															26.77716344
17599															27.85485203
17600															28.52476656
17601															28.82574266
17602															28.77719812
17603															28.57331109
17604															28.29175281
17605															28.00048563
17606															27.86456094
17607															28.28204391
17608															28.65098234
17609															29.07817422
17610															29.43740375
17611															29.84517781
17612															30.18498953
17613															30.76752391
17614															31.10733562
17615															31.21413359
17616															31.25296922
17617															31.16558906
17618															30.95199312
17619															30.16557172
17620															28.65098234
17621															26.69949219
17622															25.02956031
17623															23.42759078
17624															21.81591234
17625															20.31103187
17626															18.66051781
17627															17.29156203
17628															16.33038031
17629															15.62163016
17630															15.53425
17631															15.67017469
17632															16.24300016
17633															16.85466125
17634															17.65079156
17635															18.39837734
17636															19.32072344
17637															20.44695656
17638															21.437265
17639															22.46640906
17640															23.42759078
17641															24.46644375
17642															25.26257406
17643															26.14608453
17644															26.92279703
17645															27.62183828
17646															28.48593094
17647															29.29177016
17648															29.94226687
17649															30.49567453
17650															30.80635953
17651															30.71897938
17652															30.21411625
17653															29.46653047
17654															28.85486938
17655															28.32087953
17656															27.73834516
17657															27.00046828
17658															26.31113594
17659															25.34024531
17660															24.25284781
17661															23.17515922
17662															21.96154594
17663															20.67026141
17664															18.84498703
17665															17.01000375
17666															15.223565
17667															13.48567078
17668															11.83515672
17669															10.32056734
17670															8.980738281
17671															7.990429844
17672															6.903032344
17673															5.59233
17674															4.019487188
17675															2.145668281
17676															0.54369875
17677															0.029126719
17678															0.0
17679															0.0
17680															0.0
17681															0.0
17682															0.0
17683															0.0
17684															0.0
17685															0.0
17686															0.0
17687															0.0
17688															0.0
17689															0.0
17690															0.0
17691															0.0
17692															0.0
17693															0.0
17694															0.951472812
17695															3.203939063
17696															5.524367656
17697															7.679744844
17698															10.69921469
17699															13.69926672
17700															15.74784594
17701															17.12651062
17702															18.68964453
17703															20.34015859
17704															21.68969656
17705															22.60233375
17706															23.38875516
17707															23.87420047
17708															23.80623813
17709															23.47613531
17710															22.08776172
17711															20.57317234
17712															17.38865109
17713															15.21385609
17714															13.68955781
17715															11.52447172
17716															9.922502188
17717															8.456457344
17718															6.456422656
17719															3.80589125
17720															1.737894219
17721															0.941763906
17722															0.058253438
17723															0.0
17724															0.0
17725															0.0
17726															0.0
17727															0.0
17728															0.0
17729															0.0
17730															0.0
17731															0.0
17732															0.0
17733															0.0
17734															0.0
17735															0.0
17736															0.0
17737															0.0
17738															0.0
17739															0.0
17740															0.0
17741															0.0
17742															0.0
17743															0.0
17744															0.0
17745															0.0
17746															0.0
17747															0.0
17748															0.0
17749															0.0
17750															0.0
17751															0.0
17752															0.0
17753															0.0
17754															0.0
17755															0.0
17756															0.825257031
17757															1.563133906
17758															2.116541563
17759															2.524315625
17760															2.864127344
17761															3.097141094
17762															3.271901406
17763															3.427243906
17764															3.504915156
17765															3.582586406
17766															3.669966563
17767															3.126267813
17768															2.572860156
17769															1.359246875
17770															0.242722656
17771															0.019417813
17772															0.0
17773															0.0
17774															0.0
17775															0.0
17776															0.0
17777															0.0
17778															0.0
17779															0.0
17780															0.0
17781															0.0
17782															0.0
17783															0.0
17784															0.0
17785															0.0
17786															0.0
17787															0.0
17788															0.0
17789															0.0
17790															0.0
17791															0.0
17792															0.0
17793															0.0
17794															0.0
17795															0.0
17796															0.0
17797															0.0
17798															0.0
17799															0.0
17800															0.0
17801															0.0
17802															0.0
17803															0.0
17804															0.0
17805															0.0
17806															0.0
17807															0.0
17808															0.0
17809															0.0
17810															0.0
17811															0.0
17812															0.0
17813															0.0
17814															0.0
17815															0.0
17816															0.0
17817															0.0
17818															0.0
17819															0.0
17820															0.0
17821															0.0
17822															0.0
17823															0.0
17824															0.0
17825															0.0
17826															0.0
17827															0.0
17828															0.0
17829															0.0
17830															0.0
17831															0.0
17832															0.456318594
17833															2.271884063
17834															4.446679062
17835															6.233117813
17836															9.009865
17837															12.16525953
17838															14.90317109
17839															16.6216475
17840															17.98089438
17841															19.67024406
17842															21.2819225
17843															23.11690578
17844															25.07810484
17845															26.84512578
17846															27.84514313
17847															28.76748922
17848															29.54420172
17849															30.06848266
17850															30.66072594
17851															31.43743844
17852															32.40832906
17853															33.17533266
17854															34.00058969
17855															34.69963094
17856															35.43750781
17857															36.21422031
17858															36.96180609
17859															37.61230281
17860															37.94240563
17861															37.92298781
17862															37.68997406
17863															37.19481984
17864															36.30160047
17865															35.47634344
17866															34.53457953
17867															33.57339781
17868															32.39862016
17869															31.77725016
17870															31.30151375
17871															31.31122266
17872															31.47627406
17873															31.73841453
17874															31.81608578
17875															31.46656516
17876															31.16558906
17877															30.53451016
17878															30.64130813
17879															31.04908219
17880															31.74812344
17881															32.24327766
17882															32.22385984
17883															31.73841453
17884															31.01995547
17885															29.53449281
17886															27.650965
17887															26.05870437
17888															24.23343
17889															21.34017594
17890															18.42750406
17891															15.70901031
17892															12.72837609
17893															9.631235
17894															7.883631875
17895															5.82534375
17896															3.417535
17897															1.019435156
17898															0.087380156
17899															0.0
17900															0.0
17901															0.0
17902															0.0
17903															0.0
17904															0.0
17905															0.0
17906															0.0
17907															0.669914531
17908															3.174812344
17909															6.223408906
17910															8.427330625
17911															10.48561875
17912															12.00020813
17913															13.34003719
17914															14.602195
17915															15.85464391
17916															16.98087703
17917															17.85467859
17918															18.05856563
17919															17.06825719
17920															15.58279453
17921															13.77693797
17922															11.34971141
17923															9.631235
17924															8.835104688
17925															8.679762188
17926															9.019573906
17927															9.844830938
17928															11.19436891
17929															13.70897562
17930															16.14591109
17931															17.61195594
17932															18.26245266
17933															18.15565469
17934															17.19447297
17935															15.19443828
17936															13.07789672
17937															10.75746812
17938															8.650635469
17939															6.466131563
17940															3.427243906
17941															0.495154219
17942															0.019417813
17943															0.0
17944															0.0
17945															0.0
17946															0.0
17947															0.0
17948															0.0
17949															0.0
17950															0.0
17951															0.0
17952															0.0
17953															0.0
17954															0.0
17955															0.0
17956															0.0
17957															0.0
17958															0.0
17959															0.0
17960															0.0
17961															0.0
17962															0.0
17963															0.0
17964															0.0
17965															0.0
17966															0.0
17967															0.0
17968															0.0
17969															0.0
17970															0.0
17971															0.417482969
17972															1.485462656
17973															2.728202656
17974															3.592295312
17975															3.902980313
17976															4.106867344
17977															3.611713125
17978															2.854418437
17979															1.728185313
17980															0.572825469
17981															0.116506875
17982															0.0
17983															0.0
17984															0.0
17985															0.0
17986															0.0
17987															0.0
17988															0.980599531
17989															2.767038281
17990															4.27191875
17991															5.000086719
17992															5.242809375
17993															5.602038906
17994															5.786508125
17995															5.990395156
17996															6.019521875
17997															5.378734062
17998															3.980651563
17999															2.233048438
18000															0.592243281
18001															0.029126719
18002															0.0
18003															0.0
18004															0.0
18005															0.0
18006															0.0
18007															0.0
18008															0.0
18009															0.0
18010															0.0
18011															0.0
18012															0.0
18013															0.0
18014															0.0
18015															0.0
18016															0.0
18017															0.0
18018															0.0
18019															0.0
18020															0.0
18021															0.0
18022															0.0
18023															0.0
18024															0.0
18025															0.0
18026															0.0
18027															0.0
18028															0.0
18029															0.0
18030															0.0
18031															0.0
18032															0.0
18033															0.0
18034															0.0
18035															0.300976094
18036															2.038870313
18037															4.844744219
18038															7.369059844
18039															9.204043125
18040															11.05844422
18041															12.38856438
18042															14.28180109
18043															16.68960984
18044															19.07800078
18045															21.19454234
18046															23.01981672
18047															23.23341266
18048															22.39844672
18049															21.14599781
18050															18.66051781
18051															15.40803422
18052															12.53419797
18053															9.670070625
18054															7.640909219
18055															4.524350313
18056															1.252448906
18057															0.067962344
18058															0.0
18059															0.0
18060															0.0
18061															0.0
18062															0.0
18063															0.0
18064															0.0
18065															0.0
18066															0.0
18067															0.0
18068															0.0
18069															0.0
18070															0.0
18071															0.0
18072															0.067962344
18073															1.038852969
18074															1.912654531
18075															2.398099844
18076															2.0194525
18077															0.980599531
18078															0.184469219
18079															0.009708906
18080															0.0
18081															0.0
18082															0.0
18083															0.0
18084															0.0
18085															0.0
18086															0.0
18087															0.0
18088															0.0
18089															0.0
18090															0.0
18091															0.0
18092															0.0
18093															0.0
18094															0.0
18095															0.0
18096															0.0
