Custom Input
0
0
0
0
0
0
0
0
0
0
0
3.9
9
9.3
12.8
14.7
14
15
16.1
16.3
16.3
16.9
18.5
19.4
20.1
21.5
22.8
24
25.2
26.1
28.4
28.8
29.1
29.9
30.6
31.4
32.1
32.8
33.4
33.9
35.7
35.5
35.9
35.9
36
37
38.4
39.8
40.7
40.8
40.5
40
40.1
39.8
40.5
40.8
41.2
41.8
42.3
42.8
43.1
44.2
44.2
44.7
45.2
45.7
46.1
46.1
45.5
45.3
45.4
45.3
45.4
45.3
45.5
45.7
46
47
47.2
47.5
47.8
50.1
49.1
49.1
49.1
49.5
49.6
49.6
49.1
49.5
49
48.9
48.9
49.1
49.5
50.3
50.8
51.2
52.1
52.3
54.6
54.1
54.5
54.3
55.2
55.3
55.1
55.4
55.9
55.6
55.3
55
55.1
54.3
53.8
53.9
54.3
54.3
54.1
53.4
53.1
53
52.3
51.8
51.4
51.2
50.3
49.8
48.8
48.3
48.1
48.1
48
47.5
47.4
47
44.3
43.5
43
40.4
40.3
39.2
36.3
33.5
30.5
28.3
25.5
22.5
19
16.3
14
12.4
12.2
9.8
9.4
9
8.6
8.4
8.2
7.8
7.4
3.7
7.8
9.4
12.7
13.9
17.1
20.9
23.7
24.2
24.8
25.1
25.2
25
24.6
23.9
19.2
16.8
16.7
14.4
13.3
11.9
12.2
10.1
10.5
11
11.4
11.6
12.9
13.8
15.6
15.9
19.3
22.2
23.4
25.2
27.1
29
31.1
34.5
34.9
36.3
37
37.3
37
38.2
40.9
40.9
42.4
43.7
44.4
45
45.7
45.5
45.4
45
44.3
44.6
43.6
41.8
42.7
42.8
41.3
43
42.3
40.9
40.6
40
41.1
37.2
33.9
29.4
27.1
24.4
24.3
24.8
26
22.4
21.6
21.3
23.5
23.1
25.7
25.8
27.1
29.8
31.3
32.2
33.1
33.8
34.9
35.3
35.4
34
32.3
31.6
32.3
31.7
34
35.3
34.5
33.8
34.7
35.5
37
37.6
38.5
39.6
38.8
38.4
39.5
38.6
37
37
36.1
36
37.5
38.8
39
39
38.9
40
39.8
40.5
41.1
42
42.1
42.8
43
43.5
43.2
43.7
43.7
42.9
43.2
43.2
42.9
42.9
43.1
43.1
42.4
41.8
41.6
40.5
38.3
35.8
33
31.3
28.3
24.2
20.2
15.6
13.5
10.2
7.1
4.1
0
0
0
0
0
0
0
15
15
16.2
20.5
23.4
22.4
25.4
28
29.3
30.9
31.2
31.6
31.7
31.9
31.3
31.1
31.7
32.1
32.4
33.4
33.1
34.6
34.6
35
35
35.7
36
36.2
36.7
36.7
36.7
36
37
37.3
36.8
37.3
38.6
38.5
36.1
36.9
36.8
36.9
37
38.3
38.1
39
38.8
38.8
39.1
39.7
41.1
40.9
38.9
39
39.2
38.5
38
37.5
37.4
37.3
37.2
36.9
36.5
36.1
36.3
38.1
38.1
39
38.3
39.8
40.7
40.7
41.1
41.3
41.6
41.1
41.1
41.1
37.7
36.5
34.9
32.1
29.9
25.8
24.2
22.1
22.2
20.5
19.3
18.4
17.8
17
15.9
15
14.6
14
13.7
13.2
10.9
10.5
6
3.9
3.6
2.8
1.7
1.5
1.2
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
1.3
6.4
10.2
12.1
12.1
13.3
15.2
19.4
19.8
20.4
21.2
22.3
23.4
27.1
28.3
29.4
30.1
30.9
32
32.9
33.7
34.5
35
35.4
36.8
37.5
38.1
38.3
38.5
39.7
41.2
41.8
40.1
41.5
41.8
44.3
44.6
45.1
46
46.2
45.7
46.4
47.5
46.8
46.5
46.2
45.7
45.4
45.4
45.2
44.7
44.6
44.7
45.5
46.4
46.6
46.6
47.3
48.5
48.7
47.4
47.6
47.4
46.6
46.5
46.7
47.2
47.2
47.4
47.5
47.7
47.8
47.3
46.2
47.3
45.3
44.5
44.3
42.2
39.9
37.8
35.9
34.3
32.1
30
27.6
24.2
23
17.8
14.8
10.8
8.2
4.7
4.5
1.6
3.8
2.1
2.2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4.1
4.5
8
11.5
11.4
11.7
12.9
14.6
16.1
16.8
17.3
17.3
16.6
16.6
16.3
18.8
17.4
19.2
23.4
25.2
28.4
29.8
30.8
30.9
31.6
33.8
34.9
35.8
36.2
38.3
39
39.5
39.5
39.5
39.5
39.5
39.5
39.5
35
30.5
24
17.5
11
4.5
3.7
3.2
