Custom Input
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
2.60
4.10
5.50
6.50
7.60
8.60
9.60
10.10
10.60
10.40
9.90
8.90
7.80
7.00
6.90
7.10
8.10
9.00
9.80
10.50
11.10
11.50
11.90
12.20
12.20
12.60
12.70
12.50
11.90
10.30
9.10
7.90
6.40
5.10
5.00
5.90
6.70
8.20
9.70
11.50
13.30
15.20
17.00
18.50
19.90
21.30
22.50
22.80
24.00
24.90
25.70
26.20
26.70
27.10
27.50
27.80
27.90
28.10
28.30
28.40
28.10
28.00
26.90
25.00
22.20
19.20
16.50
14.40
13.60
13.70
14.70
16.00
17.30
18.20
18.50
17.50
15.30
12.80
9.60
8.10
6.30
5.20
4.30
4.20
4.90
5.60
5.70
5.00
3.60
2.40
1.50
0.90
0.80
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
3.60
5.60
10.20
14.50
15.40
16.00
17.70
17.70
18.10
18.20
20.50
20.80
20.90
22.30
23.10
23.00
22.90
22.70
22.20
17.60
14.00
12.50
11.70
10.50
9.00
4.10
3.20
2.40
2.00
1.50
1.30
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
7.70
10.30
12.40
14.20
15.90
17.20
18.70
20.60
22.80
25.10
27.30
28.40
30.70
32.70
33.90
34.10
33.90
32.70
30.00
25.70
20.90
15.90
12.40
9.70
7.80
7.50
8.50
9.90
10.70
11.10
11.20
11.10
10.70
10.10
9.40
9.10
9.10
9.20
9.90
10.20
9.30
8.20
7.40
6.60
5.70
4.30
3.40
3.00
2.70
2.20
1.70
1.40
1.00
0.90
0.80
0.00
0.00
0.00
0.00
0.00
0.00
0.00
5.00
5.80
6.40
6.90
6.80
6.00
7.00
7.70
9.30
11.10
13.50
15.20
16.00
17.20
18.50
20.00
21.50
23.00
23.50
24.20
24.40
24.30
23.80
23.10
22.50
21.80
21.00
20.30
18.50
18.10
17.60
17.00
16.20
15.60
14.60
13.10
11.40
9.40
7.10
4.80
3.00
1.90
1.30
0.90
0.70
0.60
0.00
0.00
0.00
0.00
0.00
0.00
0.00
5.00
10.00
11.30
14.20
16.90
18.40
18.90
18.80
18.20
17.70
17.30
17.00
17.00
16.90
16.80
16.20
15.60
15.00
12.30
11.00
7.50
4.60
3.80
3.20
3.00
2.90
3.20
